,name,word,start_x,end_x,sex,age,principal_residence,vowel,path,start_y,mid,end_y,consonant,status,mid_vowel,ratio
859,SDRW2200000232.1.1.212.wav,리더기의,16000.0,24000.0,여성,20대,서울,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200000232.1.1.212.wav,498.0,611.0,673.0,R,cute!,ㅣ,0.646
861,SDRW2200000241.1.1.41.wav,리사랑,14080.0,22720.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000241.1.1.41.wav,506.0,606.0,702.0,R,cute!,ㅣ,0.51
868,SDRW2200000275.1.1.52.wav,리스펙하는,0.0,9600.0,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000275.1.1.52.wav,0.0,116.0,179.0,R,cute!,ㅣ,0.648
869,SDRW2200000279.1.1.18.wav,리뷰,0.0,3840.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000279.1.1.18.wav,0.0,53.0,124.0,R,cute!,ㅣ,0.427
872,SDRW2200000284.1.1.252.wav,리뷰,6400.0,12160.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000284.1.1.252.wav,478.0,582.0,684.0,R,cute!,ㅣ,0.505
873,SDRW2200000284.1.1.276.wav,리뷰에서도,10880.0,19200.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000284.1.1.276.wav,480.0,613.0,706.0,R,cute!,ㅣ,0.588
874,SDRW2200000284.1.1.289.wav,리뷰도,0.0,7040.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000284.1.1.289.wav,0.0,195.0,270.0,R,cute!,ㅣ,0.722
875,SDRW2200000284.1.1.313.wav,리뷰를,2560.0,8960.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000284.1.1.313.wav,219.0,319.0,406.0,R,cute!,ㅣ,0.535
876,SDRW2200000284.1.1.318.wav,리뷰가,2240.0,11840.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000284.1.1.318.wav,131.0,447.0,533.0,R,cute!,ㅣ,0.786
882,SDRW2200000320.1.1.114.wav,리폼을,5120.0,14080.0,여성,20대,서울,ㄹㅣㅍ,/home/hyohyeongjang/phonology/ri/SDRW2200000320.1.1.114.wav,458.0,499.0,579.0,R,cute!,ㅣ,0.339
884,SDRW2200000320.1.1.146.wav,리뷰를,17280.0,32640.0,여성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000320.1.1.146.wav,459.0,1186.0,1279.0,R,cute!,ㅣ,0.887
892,SDRW2200000351.1.1.38.wav,류크같이,9920.0,20800.0,남성,20대,경기,ㄹㅠㅋ,/home/hyohyeongjang/phonology/ri/SDRW2200000351.1.1.38.wav,441.0,678.0,745.0,R,cute!,ㅠ,0.78
893,SDRW2200000352.1.1.150.wav,리버풀과의,13120.0,24000.0,남성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000352.1.1.150.wav,445.0,617.0,681.0,R,cute!,ㅣ,0.729
895,SDRW2200000356.1.1.225.wav,리뷰를,0.0,6080.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000356.1.1.225.wav,1.0,83.0,155.0,R,cute!,ㅣ,0.532
896,SDRW2200000356.1.1.246.wav,리뷰를,22400.0,28160.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000356.1.1.246.wav,509.0,605.0,674.0,R,cute!,ㅣ,0.582
910,SDRW2200000427.1.1.138.wav,리그,6080.0,14080.0,남성,20대,서울,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2200000427.1.1.138.wav,251.0,624.0,694.0,R,cute!,ㅣ,0.842
911,SDRW2200000427.1.1.238.wav,리그,13120.0,19520.0,남성,20대,서울,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2200000427.1.1.238.wav,161.0,829.0,858.0,R,cute!,ㅣ,0.958
917,SDRW2200000452.1.1.207.wav,리조라는,10880.0,26560.0,여성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000452.1.1.207.wav,649.0,1097.0,1193.0,R,cute!,ㅣ,0.824
918,SDRW2200000452.1.1.208.wav,리조는,24320.0,30720.0,여성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000452.1.1.208.wav,537.0,713.0,747.0,R,cute!,ㅣ,0.838
919,SDRW2200000452.1.1.211.wav,리조가,0.0,8960.0,여성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000452.1.1.211.wav,0.0,284.0,340.0,R,cute!,ㅣ,0.835
927,SDRW2200000499.1.1.321.wav,리조트,2240.0,7360.0,남성,20대,경기,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000499.1.1.321.wav,153.0,234.0,314.0,R,cute!,ㅣ,0.503
936,SDRW2200000544.1.1.1.wav,리그,14720.0,26560.0,남성,20대,서울,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2200000544.1.1.1.wav,592.0,1154.0,1199.0,R,cute!,ㅣ,0.926
937,SDRW2200000544.1.1.160.wav,리그,23360.0,40640.0,남성,20대,경기,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2200000544.1.1.160.wav,887.0,1433.0,1828.0,R,cute!,ㅣ,0.58
938,SDRW2200000544.1.1.189.wav,리그,19520.0,29440.0,남성,20대,서울,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2200000544.1.1.189.wav,616.0,924.0,994.0,R,cute!,ㅣ,0.815
939,SDRW2200000544.1.1.33.wav,리그,5760.0,15680.0,남성,20대,경기,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2200000544.1.1.33.wav,470.0,863.0,934.0,R,cute!,ㅣ,0.847
961,SDRW2200000605.1.1.141.wav,리스트,19520.0,29760.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000605.1.1.141.wav,491.0,945.0,1052.0,R,cute!,ㅣ,0.809
962,SDRW2200000606.1.1.143.wav,리틀,0.0,4800.0,여성,20대,서울,ㄹㅣㅌ,/home/hyohyeongjang/phonology/ri/SDRW2200000606.1.1.143.wav,1.0,78.0,124.0,R,cute!,ㅣ,0.626
964,SDRW2200000612.1.1.198.wav,리메이크,0.0,12480.0,여성,20대,서울,ㄹㅣㅁ,/home/hyohyeongjang/phonology/ri/SDRW2200000612.1.1.198.wav,14.0,421.0,508.0,R,cute!,ㅣ,0.824
967,SDRW2200000632.1.1.97.wav,리뷰를,0.0,5120.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000632.1.1.97.wav,0.0,26.0,105.0,R,cute!,ㅣ,0.248
968,SDRW2200000632.1.1.99.wav,리뷰를,8320.0,14720.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000632.1.1.99.wav,463.0,639.0,706.0,R,cute!,ㅣ,0.724
969,SDRW2200000644.1.1.147.wav,리바이스가,0.0,22720.0,남성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000644.1.1.147.wav,147.0,382.0,468.0,R,cute!,ㅣ,0.732
971,SDRW2200000652.1.1.326.wav,리브른데,3840.0,17920.0,여성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000652.1.1.326.wav,154.0,409.0,505.0,R,cute!,ㅣ,0.726
981,SDRW2200000677.1.1.27.wav,리뷰도,6080.0,14720.0,남성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000677.1.1.27.wav,558.0,630.0,680.0,R,cute!,ㅣ,0.59
982,SDRW2200000677.1.1.32.wav,리뷰도,3840.0,9920.0,남성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000677.1.1.32.wav,358.0,425.0,463.0,R,cute!,ㅣ,0.638
997,SDRW2200000699.1.1.241.wav,리듬,0.0,7360.0,남성,20대,서울,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200000699.1.1.241.wav,0.0,204.0,298.0,R,cute!,ㅣ,0.685
1000,SDRW2200000700.1.1.221.wav,리그에서,3840.0,12480.0,남성,20대,서울,ㄹㅣㄱ,/home/hyohyeongjang/phonology/ri/SDRW2200000700.1.1.221.wav,353.0,475.0,556.0,R,cute!,ㅣ,0.601
1006,SDRW2200000717.1.1.165.wav,료칸,10240.0,17920.0,여성,20대,경기,ㄹㅛㅋ,/home/hyohyeongjang/phonology/ri/SDRW2200000717.1.1.165.wav,534.0,752.0,814.0,R,cute!,ㅛ,0.779
1008,SDRW2200000739.1.1.331.wav,리뷰,3840.0,11840.0,남성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000739.1.1.331.wav,394.0,514.0,562.0,R,cute!,ㅣ,0.714
1010,SDRW2200000740.1.1.184.wav,리버풀,0.0,10240.0,남성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000740.1.1.184.wav,0.0,211.0,302.0,R,cute!,ㅣ,0.699
1011,SDRW2200000740.1.1.203.wav,리버풀,16960.0,37120.0,남성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000740.1.1.203.wav,1052.0,1396.0,1432.0,R,cute!,ㅣ,0.905
1023,SDRW2200000801.1.1.20.wav,리셀,0.0,7040.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000801.1.1.20.wav,0.0,206.0,270.0,R,cute!,ㅣ,0.763
1024,SDRW2200000802.1.1.163.wav,리스트에,0.0,9600.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000802.1.1.163.wav,0.0,246.0,323.0,R,cute!,ㅣ,0.762
1025,SDRW2200000802.1.1.179.wav,리스트에,8320.0,15360.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000802.1.1.179.wav,614.0,637.0,719.0,R,cute!,ㅣ,0.219
1026,SDRW2200000802.1.1.203.wav,리스트에,0.0,9600.0,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000802.1.1.203.wav,0.0,237.0,327.0,R,cute!,ㅣ,0.725
1034,SDRW2200000856.1.1.344.wav,리나들은,0.0,9600.0,여성,20대,경기,ㄹㅣㄴ,/home/hyohyeongjang/phonology/ri/SDRW2200000856.1.1.344.wav,0.0,127.0,213.0,R,cute!,ㅣ,0.596
1044,SDRW2200000904.1.1.73.wav,리도,41280.0,45440.0,여성,20대,경기,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200000904.1.1.73.wav,558.0,637.0,642.0,R,cute!,ㅣ,0.94
1059,SDRW2200000961.1.1.279.wav,리필용도,36160.0,46080.0,여성,20대,경기,ㄹㅣㅍ,/home/hyohyeongjang/phonology/ri/SDRW2200000961.1.1.279.wav,541.0,623.0,669.0,R,cute!,ㅣ,0.641
1063,SDRW2200000989.1.1.281.wav,리셀러를,7680.0,22400.0,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000989.1.1.281.wav,510.0,909.0,945.0,R,cute!,ㅣ,0.917
1065,SDRW2200000998.1.1.56.wav,리브,16640.0,23360.0,남성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000998.1.1.56.wav,64.0,787.0,866.0,R,cute!,ㅣ,0.901
1092,SDRW2200001166.1.1.166.wav,리눅스,8960.0,24000.0,여성,20대,서울,ㄹㅣㄴ,/home/hyohyeongjang/phonology/ri/SDRW2200001166.1.1.166.wav,651.0,1074.0,1094.0,R,cute!,ㅣ,0.955
1093,SDRW2200001166.1.1.167.wav,리눅스,16960.0,22720.0,여성,20대,서울,ㄹㅣㄴ,/home/hyohyeongjang/phonology/ri/SDRW2200001166.1.1.167.wav,516.0,614.0,1256.0,R,cute!,ㅣ,0.132
1275,SDRW2200002128.1.1.67.wav,리스크가,0.0,8640.0,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200002128.1.1.67.wav,0.0,204.0,264.0,R,cute!,ㅣ,0.773
1312,SDRW2200002451.1.1.216.wav,리듬,36480.0,43520.0,남성,20대,서울,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200002451.1.1.216.wav,320.0,754.0,809.0,R,cute!,ㅣ,0.888
1328,SDRW2200002491.1.1.220.wav,리뷰,9600.0,15360.0,여성,20대,경기,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200002491.1.1.220.wav,364.0,609.0,660.0,R,cute!,ㅣ,0.828
1334,SDRW2200002510.1.1.123.wav,리더잖아,11520.0,19520.0,남성,20대,경기,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200002510.1.1.123.wav,542.0,688.0,751.0,R,cute!,ㅣ,0.699
1348,SDRW2200002589.1.1.287.wav,리듬,3520.0,10240.0,여성,20대,서울,ㄹㅣㄷ,/home/hyohyeongjang/phonology/ri/SDRW2200002589.1.1.287.wav,314.0,415.0,444.0,R,cute!,ㅣ,0.777
1349,SDRW2200002590.1.1.260.wav,리스트를,35200.0,47040.0,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200002590.1.1.260.wav,484.0,762.0,863.0,R,cute!,ㅣ,0.734
1350,SDRW2200002590.1.1.37.wav,리메이크해서,18240.0,29760.0,남성,20대,서울,ㄹㅣㅁ,/home/hyohyeongjang/phonology/ri/SDRW2200002590.1.1.37.wav,644.0,747.0,828.0,R,cute!,ㅣ,0.56
1357,SDRW2200002645.1.1.244.wav,리조트,2880.0,11200.0,남성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200002645.1.1.244.wav,224.0,385.0,452.0,R,cute!,ㅣ,0.706
1359,SDRW2200002649.1.1.60.wav,리사가,3200.0,10560.0,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200002649.1.1.60.wav,257.0,340.0,353.0,R,cute!,ㅣ,0.865
