0,1,2,3,4,5
429.0,601.0,658.0,SDRW2200002168.1.1.414.wav,N,cute!
,,,SDRW2200002168.1.1.418.wav,,full_sequence_rejected
,,,SDRW2200002169.1.1.13.wav,,full_sequence_rejected
550.0,642.0,685.0,SDRW2200002169.1.1.16.wav,N,cute!
,,,SDRW2200002169.1.1.160.wav,,full_sequence_rejected
,,,SDRW2200002169.1.1.176.wav,,full_sequence_rejected
584.0,651.0,708.0,SDRW2200002169.1.1.181.wav,N,cute!
495.0,597.0,617.0,SDRW2200002169.1.1.185.wav,N,cute!
0.0,87.0,155.0,SDRW2200002169.1.1.207.wav,N,cute!
,,,SDRW2200002169.1.1.249.wav,,full_sequence_rejected
0.0,197.0,209.0,SDRW2200002169.1.1.36.wav,,cute!
472.0,712.0,868.0,SDRW2200002170.1.1.210.wav,M,cute!
565.0,816.0,840.0,SDRW2200002170.1.1.219.wav,N,cute!
552.0,706.0,732.0,SDRW2200002170.1.1.219.wav,N,cute!
,,,SDRW2200002171.1.1.176.wav,,full_sequence_rejected
0.0,15.0,135.0,SDRW2200002179.1.1.192.wav,N,cute!
454.0,662.0,702.0,SDRW2200002179.1.1.192.wav,N,cute!
548.0,568.0,787.0,SDRW2200002180.1.1.334.wav,O,cute!
621.0,745.0,745.0,SDRW2200002182.1.1.34.wav,,cute!
0.0,165.0,208.0,SDRW2200002182.1.1.93.wav,N,cute!
549.0,638.0,678.0,SDRW2200002195.1.1.142.wav,N,cute!
,,,SDRW2200002200.1.1.3.wav,,full_sequence_rejected
632.0,681.0,681.0,SDRW2200002201.1.1.18.wav,,cute!
,,,SDRW2200002201.1.1.188.wav,,full_sequence_rejected
501.0,581.0,659.0,SDRW2200002208.1.1.16.wav,N,cute!
0.0,185.0,277.0,SDRW2200002210.1.1.154.wav,N,cute!
98.0,277.0,273.0,SDRW2200002213.1.1.116.wav,R,cute!
,,,SDRW2200002214.1.1.101.wav,,model_not_consistant
,,,SDRW2200002221.1.1.222.wav,,full_sequence_rejected
184.0,187.0,263.0,SDRW2200002236.1.1.114.wav,N,cute!
,,,SDRW2200002236.1.1.170.wav,,full_sequence_rejected
507.0,631.0,645.0,SDRW2200002236.1.1.313.wav,N,cute!
,,,SDRW2200002236.1.1.318.wav,,model_not_consistant
0.0,136.0,170.0,SDRW2200002236.1.1.419.wav,N,cute!
,,,SDRW2200002236.1.1.64.wav,,full_sequence_rejected
,,,SDRW2200002237.1.1.161.wav,,full_sequence_rejected
,,,SDRW2200002243.1.1.164.wav,,full_sequence_rejected
2.0,534.0,594.0,SDRW2200002260.1.1.172.wav,N,cute!
,,,SDRW2200002267.1.1.154.wav,,full_sequence_rejected
0.0,502.0,547.0,SDRW2200002269.1.1.263.wav,N,cute!
0.0,99.0,184.0,SDRW2200002269.1.1.266.wav,N,cute!
,,,SDRW2200002271.1.1.317.wav,,unknown_error
,,,SDRW2200002289.1.1.234.wav,,full_sequence_rejected
,,,SDRW2200002294.1.1.123.wav,,full_sequence_rejected
526.0,781.0,879.0,SDRW2200002294.1.1.229.wav,R,cute!
,,,SDRW2200002294.1.1.258.wav,,full_sequence_rejected
342.0,527.0,605.0,SDRW2200002294.1.1.48.wav,N,cute!
342.0,486.0,576.0,SDRW2200002294.1.1.50.wav,N,cute!
539.0,620.0,664.0,SDRW2200002296.1.1.132.wav,N,cute!
520.0,661.0,688.0,SDRW2200002296.1.1.153.wav,N,cute!
,,,SDRW2200002296.1.1.221.wav,,full_sequence_rejected
422.0,715.0,729.0,SDRW2200002302.1.1.138.wav,R,cute!
287.0,367.0,450.0,SDRW2200002303.1.1.338.wav,L,cute!
,,,SDRW2200002307.1.1.78.wav,,model_not_consistant
,,,SDRW2200002308.1.1.75.wav,,full_sequence_rejected
17.0,119.0,199.0,SDRW2200002330.1.1.138.wav,N,cute!
0.0,194.0,265.0,SDRW2200002330.1.1.140.wav,N,cute!
510.0,551.0,611.0,SDRW2200002333.1.1.186.wav,N,cute!
2.0,402.0,473.0,SDRW2200002346.1.1.259.wav,N,cute!
1022.0,1111.0,1180.0,SDRW2200002359.1.1.294.wav,N,cute!
,,,SDRW2200002361.1.1.97.wav,,full_sequence_rejected
0.0,137.0,192.0,SDRW2200002363.1.1.46.wav,N,cute!
,,,SDRW2200002367.1.1.62.wav,,full_sequence_rejected
,,,SDRW2200002372.1.1.189.wav,,full_sequence_rejected
593.0,756.0,805.0,SDRW2200002373.1.1.2.wav,N,cute!
,,,SDRW2200002373.1.1.42.wav,,full_sequence_rejected
,,,SDRW2200002373.1.1.50.wav,,full_sequence_rejected
,,,SDRW2200002375.1.1.153.wav,,full_sequence_rejected
,,,SDRW2200002375.1.1.312.wav,,full_sequence_rejected
,,,SDRW2200002377.1.1.137.wav,,full_sequence_rejected
92.0,241.0,260.0,SDRW2200002397.1.1.459.wav,A,cute!
,,,SDRW2200002408.1.1.206.wav,,full_sequence_rejected
,,,SDRW2200002451.1.1.173.wav,,full_sequence_rejected
,,,SDRW2200002451.1.1.173.wav,,full_sequence_rejected
410.0,565.0,629.0,SDRW2200002455.1.1.115.wav,R,cute!
,,,SDRW2200002455.1.1.134.wav,,model_not_consistant
595.0,685.0,757.0,SDRW2200002456.1.1.154.wav,N,cute!
,,,SDRW2200002458.1.1.124.wav,,model_not_consistant
0.0,206.0,265.0,SDRW2200002458.1.1.67.wav,R,cute!
,,,SDRW2200002458.1.1.74.wav,,full_sequence_rejected
,,,SDRW2200002458.1.1.92.wav,,full_sequence_rejected
,,,SDRW2200002470.1.1.25.wav,,full_sequence_rejected
,,,SDRW2200002476.1.1.27.wav,,full_sequence_rejected
451.0,584.0,642.0,SDRW2200002491.1.1.114.wav,R,cute!
,,,SDRW2200002491.1.1.65.wav,,full_sequence_rejected
,,,SDRW2200002491.1.1.68.wav,,model_not_consistant
,,,SDRW2200002491.1.1.80.wav,,model_not_consistant
546.0,680.0,753.0,SDRW2200002491.1.1.83.wav,N,cute!
525.0,676.0,710.0,SDRW2200002505.1.1.78.wav,N,cute!
,,,SDRW2200002505.1.1.96.wav,,model_not_consistant
,,,SDRW2200002510.1.1.21.wav,,full_sequence_rejected
,,,SDRW2200002511.1.1.356.wav,,model_not_consistant
237.0,359.0,682.0,SDRW2200002511.1.1.362.wav,A,cute!
,,,SDRW2200002513.1.1.414.wav,,full_sequence_rejected
,,,SDRW2200002513.1.1.419.wav,,model_not_consistant
337.0,400.0,822.0,SDRW2200002527.1.1.380.wav,E,cute!
519.0,618.0,681.0,SDRW2200002527.1.1.420.wav,N,cute!
661.0,1044.0,1097.0,SDRW2200002544.1.1.29.wav,N,cute!
542.0,1133.0,1160.0,SDRW2200002544.1.1.33.wav,R,cute!
485.0,621.0,653.0,SDRW2200002558.1.1.196.wav,N,cute!
