0,1,2,3,4,5
,,,SDRW2100004144.1.1.233.wav,,full_sequence_rejected
365.0,471.0,526.0,SDRW2100004144.1.1.252.wav,N,cute!
,,,SDRW2100004144.1.1.261.wav,,model_not_consistant
,,,SDRW2100004144.1.1.261.wav,,model_not_consistant
539.0,584.0,624.0,SDRW2100004144.1.1.295.wav,N,cute!
684.0,764.0,764.0,SDRW2100004144.1.1.307.wav,,cute!
,,,SDRW2100004144.1.1.325.wav,,full_sequence_rejected
529.0,670.0,710.0,SDRW2100004144.1.1.335.wav,N,cute!
565.0,610.0,635.0,SDRW2100004144.1.1.68.wav,N,cute!
606.0,637.0,637.0,SDRW2100004144.1.1.73.wav,,cute!
,,,SDRW2100004149.1.1.108.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.112.wav,,model_not_consistant
,,,SDRW2100004149.1.1.151.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.151.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.160.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.162.wav,,model_not_consistant
89.0,89.0,89.0,SDRW2100004149.1.1.170.wav,,cute!
309.0,393.0,425.0,SDRW2100004149.1.1.18.wav,N,cute!
,,,SDRW2100004149.1.1.188.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.195.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.20.wav,,model_not_consistant
,,,SDRW2100004149.1.1.202.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.216.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.237.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.267.wav,,full_sequence_rejected
429.0,471.0,504.0,SDRW2100004149.1.1.275.wav,N,cute!
570.0,615.0,612.0,SDRW2100004149.1.1.275.wav,N,cute!
571.0,587.0,686.0,SDRW2100004149.1.1.28.wav,N,cute!
,,,SDRW2100004149.1.1.28.wav,,model_not_consistant
,,,SDRW2100004149.1.1.288.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.3.wav,,full_sequence_rejected
620.0,676.0,676.0,SDRW2100004149.1.1.307.wav,,cute!
,,,SDRW2100004149.1.1.313.wav,,full_sequence_rejected
577.0,672.0,718.0,SDRW2100004149.1.1.40.wav,N,cute!
547.0,662.0,697.0,SDRW2100004149.1.1.50.wav,N,cute!
,,,SDRW2100004149.1.1.50.wav,,model_not_consistant
,,,SDRW2100004149.1.1.51.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.51.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.53.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.62.wav,,full_sequence_rejected
,,,SDRW2100004149.1.1.64.wav,,full_sequence_rejected
591.0,674.0,680.0,SDRW2100004149.1.1.72.wav,N,cute!
0.0,688.0,704.0,SDRW2100004149.1.1.72.wav,N,cute!
532.0,606.0,628.0,SDRW2100004149.1.1.86.wav,N,cute!
,,,SDRW2100004149.1.1.93.wav,,full_sequence_rejected
,,,SDRW2100004150.1.1.6.wav,,full_sequence_rejected
