0,1,2,3,4,5
,,,SDRW2200000790.1.1.332.wav,,full_sequence_rejected
,,,SDRW2200000792.1.1.2.wav,,full_sequence_rejected
,,,SDRW2200000797.1.1.152.wav,,model_not_consistant
,,,SDRW2200000797.1.1.272.wav,,full_sequence_rejected
536.0,822.0,924.0,SDRW2200000816.1.1.287.wav,N,cute!
,,,SDRW2200000816.1.1.29.wav,,full_sequence_rejected
546.0,626.0,697.0,SDRW2200000835.1.1.282.wav,N,cute!
544.0,687.0,733.0,SDRW2200000845.1.1.153.wav,N,cute!
1036.0,1105.0,1105.0,SDRW2200000854.1.1.61.wav,,cute!
466.0,783.0,871.0,SDRW2200000861.1.1.331.wav,N,cute!
,,,SDRW2200000861.1.1.338.wav,,full_sequence_rejected
378.0,552.0,716.0,SDRW2200000861.1.1.395.wav,NG,cute!
,,,SDRW2200000872.1.1.73.wav,,full_sequence_rejected
459.0,459.0,1224.0,SDRW2200000875.1.1.115.wav,NG,cute!
71.0,371.0,458.0,SDRW2200000876.1.1.56.wav,N,cute!
0.0,58.0,112.0,SDRW2200000892.1.1.479.wav,N,cute!
,,,SDRW2200000894.1.1.166.wav,,full_sequence_rejected
,,,SDRW2200000894.1.1.167.wav,,full_sequence_rejected
,,,SDRW2200000894.1.1.178.wav,,full_sequence_rejected
,,,SDRW2200000894.1.1.183.wav,,full_sequence_rejected
,,,SDRW2200000894.1.1.193.wav,,full_sequence_rejected
624.0,695.0,769.0,SDRW2200000894.1.1.200.wav,N,cute!
,,,SDRW2200000894.1.1.274.wav,,full_sequence_rejected
,,,SDRW2200000895.1.1.205.wav,,model_not_consistant
405.0,723.0,805.0,SDRW2200000912.1.1.1.wav,N,cute!
,,,SDRW2200000912.1.1.17.wav,,full_sequence_rejected
450.0,673.0,714.0,SDRW2200000917.1.1.197.wav,N,cute!
2.0,147.0,236.0,SDRW2200000923.1.1.22.wav,N,cute!
620.0,683.0,684.0,SDRW2200000923.1.1.27.wav,,cute!
0.0,130.0,203.0,SDRW2200000923.1.1.3.wav,N,cute!
450.0,623.0,627.0,SDRW2200000928.1.1.235.wav,,cute!
0.0,526.0,526.0,SDRW2200000928.1.1.255.wav,,cute!
,,,SDRW2200000932.1.1.115.wav,,full_sequence_rejected
,,,SDRW2200000934.1.1.208.wav,,full_sequence_rejected
,,,SDRW2200000938.1.1.126.wav,,full_sequence_rejected
,,,SDRW2200000946.1.1.238.wav,,full_sequence_rejected
3.0,191.0,306.0,SDRW2200000948.1.1.208.wav,N,cute!
0.0,267.0,280.0,SDRW2200000948.1.1.209.wav,,cute!
0.0,156.0,207.0,SDRW2200000948.1.1.210.wav,,cute!
,,,SDRW2200000948.1.1.214.wav,,full_sequence_rejected
,,,SDRW2200000948.1.1.216.wav,,model_not_consistant
,,,SDRW2200000948.1.1.218.wav,,full_sequence_rejected
263.0,350.0,441.0,SDRW2200000948.1.1.223.wav,N,cute!
,,,SDRW2200000948.1.1.229.wav,,full_sequence_rejected
0.0,178.0,179.0,SDRW2200000948.1.1.244.wav,,cute!
382.0,437.0,880.0,SDRW2200000948.1.1.247.wav,E,cute!
0.0,195.0,338.0,SDRW2200000949.1.1.158.wav,A,cute!
361.0,361.0,711.0,SDRW2200000949.1.1.32.wav,M,cute!
,,,SDRW2200000950.1.1.270.wav,,full_sequence_rejected
,,,SDRW2200000950.1.1.329.wav,,full_sequence_rejected
,,,SDRW2200000950.1.1.335.wav,,full_sequence_rejected
551.0,679.0,764.0,SDRW2200000969.1.1.1.wav,N,cute!
561.0,618.0,722.0,SDRW2200000970.1.1.95.wav,N,cute!
295.0,460.0,463.0,SDRW2200000981.1.1.102.wav,,cute!
558.0,667.0,717.0,SDRW2200001005.1.1.69.wav,N,cute!
374.0,467.0,542.0,SDRW2200001005.1.1.77.wav,S,cute!
,,,SDRW2200001009.1.1.237.wav,,unknown_error
,,,SDRW2200001009.1.1.238.wav,,unknown_error
,,,SDRW2200001009.1.1.247.wav,,unknown_error
,,,SDRW2200001009.1.1.249.wav,,unknown_error
597.0,740.0,740.0,SDRW2200001036.1.1.249.wav,,cute!
,,,SDRW2200001036.1.1.253.wav,,full_sequence_rejected
,,,SDRW2200001036.1.1.253.wav,,full_sequence_rejected
184.0,222.0,247.0,SDRW2200001038.1.1.36.wav,,cute!
0.0,169.0,169.0,SDRW2200001050.1.1.2.wav,,cute!
505.0,597.0,672.0,SDRW2200001050.1.1.86.wav,N,cute!
,,,SDRW2200001051.1.1.104.wav,,full_sequence_rejected
152.0,254.0,460.0,SDRW2200001052.1.1.292.wav,M,cute!
569.0,607.0,728.0,SDRW2200001057.1.1.83.wav,N,cute!
,,,SDRW2200001058.1.1.132.wav,,full_sequence_rejected
,,,SDRW2200001058.1.1.145.wav,,full_sequence_rejected
427.0,555.0,614.0,SDRW2200001058.1.1.160.wav,N,cute!
48.0,616.0,669.0,SDRW2200001058.1.1.228.wav,N,cute!
,,,SDRW2200001074.1.1.292.wav,,unknown_error
0.0,93.0,153.0,SDRW2200001074.1.1.75.wav,N,cute!
259.0,287.0,358.0,SDRW2200001079.1.1.224.wav,N,cute!
408.0,643.0,702.0,SDRW2200001086.1.1.87.wav,N,cute!
,,,SDRW2200001091.1.1.21.wav,,model_not_consistant
,,,SDRW2200001091.1.1.32.wav,,model_not_consistant
,,,SDRW2200001101.1.1.19.wav,,full_sequence_rejected
,,,SDRW2200001103.1.1.94.wav,,full_sequence_rejected
,,,SDRW2200001125.1.1.38.wav,,full_sequence_rejected
,,,SDRW2200001127.1.1.56.wav,,full_sequence_rejected
,,,SDRW2200001127.1.1.58.wav,,full_sequence_rejected
580.0,630.0,630.0,SDRW2200001136.1.1.106.wav,,cute!
,,,SDRW2200001136.1.1.107.wav,,model_not_consistant
,,,SDRW2200001136.1.1.118.wav,,model_not_consistant
477.0,683.0,754.0,SDRW2200001136.1.1.36.wav,N,cute!
1.0,61.0,119.0,SDRW2200001136.1.1.91.wav,M,cute!
586.0,788.0,849.0,SDRW2200001138.1.1.155.wav,N,cute!
,,,SDRW2200001138.1.1.159.wav,,full_sequence_rejected
,,,SDRW2200001138.1.1.162.wav,,model_not_consistant
,,,SDRW2200001138.1.1.41.wav,,model_not_consistant
