0,1,2,3,4,5
161.0,306.0,325.0,SDRW2100001128.1.1.128.wav,R,cute!
301.0,494.0,581.0,SDRW2100001128.1.1.249.wav,R,cute!
194.0,389.0,484.0,SDRW2100001128.1.1.256.wav,M,cute!
,,,SDRW2100001128.1.1.257.wav,,unknown_error
,,,SDRW2100001128.1.1.267.wav,,full_sequence_rejected
,,,SDRW2100001130.1.1.310.wav,,full_sequence_rejected
586.0,705.0,757.0,SDRW2100001130.1.1.321.wav,R,cute!
140.0,276.0,404.0,SDRW2100001138.1.1.98.wav,R,cute!
448.0,577.0,659.0,SDRW2100001139.1.1.22.wav,R,cute!
0.0,108.0,108.0,SDRW2100001142.1.1.214.wav,,cute!
0.0,201.0,259.0,SDRW2100001148.1.1.69.wav,R,cute!
626.0,782.0,877.0,SDRW2100001155.1.1.243.wav,R,cute!
95.0,925.0,328.0,SDRW2100001155.1.1.243.wav,R,cute!
8.0,89.0,209.0,SDRW2100001155.1.1.244.wav,J,cute!
0.0,282.0,301.0,SDRW2100001160.1.1.173.wav,R,cute!
629.0,652.0,743.0,SDRW2100001160.1.1.173.wav,R,cute!
671.0,793.0,793.0,SDRW2100001181.1.1.263.wav,,cute!
284.0,352.0,353.0,SDRW2100001181.1.1.303.wav,,cute!
431.0,549.0,632.0,SDRW2100001181.1.1.317.wav,L,cute!
610.0,664.0,746.0,SDRW2100001181.1.1.337.wav,R,cute!
,,,SDRW2100001192.1.1.209.wav,,unknown_error
,,,SDRW2100001192.1.1.211.wav,,unknown_error
,,,SDRW2100001193.1.1.346.wav,,full_sequence_rejected
63.0,327.0,380.0,SDRW2100001193.1.1.360.wav,R,cute!
561.0,601.0,702.0,SDRW2100001197.1.1.23.wav,N,cute!
539.0,744.0,844.0,SDRW2100001211.1.1.80.wav,R,cute!
,,,SDRW2100001220.1.1.226.wav,,unknown_error
559.0,642.0,1166.0,SDRW2100001225.1.1.134.wav,M,cute!
,,,SDRW2100001236.1.1.26.wav,,unknown_error
0.0,49.0,155.0,SDRW2100001240.1.1.71.wav,R,cute!
,,,SDRW2100001240.1.1.75.wav,,full_sequence_rejected
240.0,387.0,455.0,SDRW2100001240.1.1.79.wav,R,cute!
382.0,446.0,511.0,SDRW2100001247.1.1.71.wav,R,cute!
362.0,429.0,476.0,SDRW2100001247.1.1.74.wav,R,cute!
,,,SDRW2100001247.1.1.79.wav,,model_not_consistant
,,,SDRW2100001247.1.1.79.wav,,model_not_consistant
582.0,673.0,694.0,SDRW2100001247.1.1.80.wav,R,cute!
,,,SDRW2100001247.1.1.81.wav,,full_sequence_rejected
397.0,603.0,603.0,SDRW2100001248.1.1.42.wav,,cute!
,,,SDRW2100001259.1.1.273.wav,,model_not_consistant
,,,SDRW2100001259.1.1.280.wav,,full_sequence_rejected
949.0,1055.0,1182.0,SDRW2100001271.1.1.190.wav,R,cute!
,,,SDRW2100001278.1.1.221.wav,,model_not_consistant
0.0,378.0,427.0,SDRW2100001278.1.1.223.wav,R,cute!
,,,SDRW2100001292.1.1.127.wav,,unknown_error
183.0,318.0,318.0,SDRW2100001294.1.1.124.wav,,cute!
,,,SDRW2100001294.1.1.127.wav,,full_sequence_rejected
587.0,717.0,717.0,SDRW2100001294.1.1.128.wav,,cute!
,,,SDRW2100001294.1.1.79.wav,,model_not_consistant
231.0,329.0,406.0,SDRW2100001298.1.1.197.wav,R,cute!
519.0,613.0,659.0,SDRW2100001299.1.1.160.wav,R,cute!
0.0,369.0,468.0,SDRW2100001303.1.1.21.wav,N,cute!
561.0,664.0,792.0,SDRW2100001303.1.1.22.wav,R,cute!
549.0,676.0,766.0,SDRW2100001303.1.1.22.wav,R,cute!
,,,SDRW2100001303.1.1.39.wav,,model_not_consistant
,,,SDRW2100001303.1.1.95.wav,,full_sequence_rejected
,,,SDRW2100001303.1.1.95.wav,,full_sequence_rejected
,,,SDRW2100001303.1.1.95.wav,,full_sequence_rejected
730.0,863.0,948.0,SDRW2100001303.1.1.97.wav,R,cute!
489.0,1200.0,1273.0,SDRW2100001305.1.1.222.wav,R,cute!
0.0,224.0,266.0,SDRW2100001305.1.1.275.wav,R,cute!
,,,SDRW2100001310.1.1.238.wav,,full_sequence_rejected
0.0,151.0,229.0,SDRW2100001311.1.1.237.wav,R,cute!
615.0,682.0,757.0,SDRW2100001311.1.1.31.wav,R,cute!
427.0,700.0,815.0,SDRW2100001314.1.1.170.wav,R,cute!
184.0,1015.0,1099.0,SDRW2100001314.1.1.170.wav,R,cute!
1.0,340.0,340.0,SDRW2100001314.1.1.171.wav,,cute!
525.0,656.0,748.0,SDRW2100001314.1.1.288.wav,R,cute!
329.0,476.0,488.0,SDRW2100001318.1.1.46.wav,R,cute!
,,,SDRW2100001318.1.1.61.wav,,full_sequence_rejected
383.0,605.0,664.0,SDRW2100001324.1.1.358.wav,R,cute!
0.0,150.0,198.0,SDRW2100001325.1.1.27.wav,R,cute!
1072.0,1092.0,1227.0,SDRW2100001329.1.1.236.wav,I,cute!
514.0,627.0,1145.0,SDRW2100001334.1.1.188.wav,L,cute!
10.0,363.0,363.0,SDRW2100001340.1.1.323.wav,,cute!
,,,SDRW2100001354.1.1.223.wav,,full_sequence_rejected
5.0,328.0,394.0,SDRW2100001362.1.1.29.wav,R,cute!
