0,1,2,3,4,5
1.0,62.0,62.0,SDRW2000000266.1.1.176.wav,,cute!
7.0,23.0,820.0,SDRW2000000266.1.1.197.wav,R,cute!
,,,SDRW2000000267.1.1.119.wav,,unknown_error
469.0,483.0,767.0,SDRW2000000272.1.1.363.wav,R,cute!
,,,SDRW2000000280.1.1.336.wav,,full_sequence_rejected
,,,SDRW2000000280.1.1.359.wav,,model_not_consistant
517.0,607.0,660.0,SDRW2000000289.1.1.184.wav,R,cute!
,,,SDRW2000000289.1.1.186.wav,,full_sequence_rejected
,,,SDRW2000000289.1.1.26.wav,,unknown_error
,,,SDRW2000000291.1.1.409.wav,,unknown_error
,,,SDRW2000000292.1.1.264.wav,,unknown_error
15.0,633.0,1005.0,SDRW2000000294.1.1.101.wav,R,cute!
549.0,608.0,668.0,SDRW2000000294.1.1.123.wav,R,cute!
500.0,520.0,542.0,SDRW2000000294.1.1.125.wav,R,cute!
619.0,842.0,842.0,SDRW2000000294.1.1.128.wav,,cute!
,,,SDRW2000000298.1.1.182.wav,,unknown_error
0.0,653.0,759.0,SDRW2000000303.1.1.442.wav,R,cute!
43.0,139.0,173.0,SDRW2000000332.1.1.164.wav,R,cute!
0.0,96.0,97.0,SDRW2000000333.1.1.76.wav,,cute!
532.0,535.0,691.0,SDRW2000000338.1.1.47.wav,N,cute!
,,,SDRW2000000338.1.1.68.wav,,full_sequence_rejected
,,,SDRW2000000338.1.1.78.wav,,full_sequence_rejected
,,,SDRW2000000347.1.1.322.wav,,full_sequence_rejected
93.0,1064.0,1054.0,SDRW2000000351.1.1.6.wav,R,cute!
218.0,665.0,798.0,SDRW2000000351.1.1.6.wav,R,cute!
,,,SDRW2000000362.1.1.375.wav,,model_not_consistant
,,,SDRW2000000364.1.1.69.wav,,full_sequence_rejected
,,,SDRW2000000368.1.1.235.wav,,unknown_error
,,,SDRW2000000368.1.1.316.wav,,unknown_error
,,,SDRW2000000374.1.1.220.wav,,full_sequence_rejected
4.0,319.0,395.0,SDRW2000000375.1.1.223.wav,R,cute!
,,,SDRW2000000382.1.1.196.wav,,full_sequence_rejected
,,,SDRW2000000408.1.1.109.wav,,full_sequence_rejected
,,,SDRW2000000408.1.1.322.wav,,full_sequence_rejected
,,,SDRW2000000408.1.1.72.wav,,full_sequence_rejected
472.0,679.0,801.0,SDRW2000000409.1.1.342.wav,R,cute!
110.0,883.0,937.0,SDRW2000000410.1.1.174.wav,R,cute!
842.0,892.0,962.0,SDRW2000000413.1.1.357.wav,R,cute!
,,,SDRW2000000413.1.1.78.wav,,full_sequence_rejected
,,,SDRW2000000424.1.1.191.wav,,unknown_error
693.0,738.0,817.0,SDRW2000000430.1.1.75.wav,L,cute!
0.0,242.0,285.0,SDRW2000000446.1.1.245.wav,R,cute!
,,,SDRW2000000448.1.1.19.wav,,unknown_error
363.0,466.0,535.0,SDRW2000000460.1.1.353.wav,R,cute!
559.0,601.0,765.0,SDRW2000000462.1.1.15.wav,R,cute!
440.0,496.0,567.0,SDRW2000000462.1.1.17.wav,R,cute!
,,,SDRW2000000463.1.1.29.wav,,full_sequence_rejected
,,,SDRW2000000463.1.1.30.wav,,full_sequence_rejected
,,,SDRW2000000464.1.1.23.wav,,unknown_error
,,,SDRW2000000464.1.1.60.wav,,unknown_error
,,,SDRW2000000471.1.1.371.wav,,full_sequence_rejected
0.0,217.0,218.0,SDRW2000000471.1.1.405.wav,,cute!
,,,SDRW2000000475.1.1.3.wav,,unknown_error
,,,SDRW2000000479.1.1.130.wav,,unknown_error
270.0,388.0,388.0,SDRW2000000482.1.1.112.wav,,cute!
,,,SDRW2000000485.1.1.21.wav,,full_sequence_rejected
,,,SDRW2000000517.1.1.363.wav,,model_not_consistant
,,,SDRW2000000520.1.1.24.wav,,full_sequence_rejected
,,,SDRW2000000539.1.1.24.wav,,full_sequence_rejected
104.0,599.0,707.0,SDRW2000000540.1.1.298.wav,R,cute!
,,,SDRW2000000541.1.1.9.wav,,full_sequence_rejected
,,,SDRW2000000567.1.1.100.wav,,full_sequence_rejected
,,,SDRW2000000567.1.1.93.wav,,model_not_consistant
0.0,155.0,380.0,SDRW2000000579.1.1.361.wav,R,cute!
,,,SDRW2000000579.1.1.365.wav,,model_not_consistant
,,,SDRW2000000584.1.1.161.wav,,unknown_error
,,,SDRW2000000588.1.1.45.wav,,unknown_error
,,,SDRW2000000588.1.1.5.wav,,unknown_error
,,,SDRW2000000598.1.1.39.wav,,model_not_consistant
560.0,994.0,1038.0,SDRW2000000598.1.1.78.wav,R,cute!
114.0,146.0,226.0,SDRW2000000604.1.1.5.wav,A,cute!
362.0,660.0,701.0,SDRW2000000607.1.1.266.wav,M,cute!
0.0,239.0,298.0,SDRW2000000607.1.1.352.wav,R,cute!
419.0,569.0,658.0,SDRW2000000608.1.1.397.wav,R,cute!
,,,SDRW2000000620.1.1.255.wav,,unknown_error
,,,SDRW2000000620.1.1.40.wav,,unknown_error
586.0,647.0,659.0,SDRW2000000626.1.1.141.wav,R,cute!
258.0,364.0,364.0,SDRW2000000632.1.1.32.wav,,cute!
849.0,1132.0,1234.0,SDRW2000000641.1.1.61.wav,R,cute!
426.0,646.0,733.0,SDRW2000000656.1.1.307.wav,R,cute!
445.0,705.0,813.0,SDRW2000000656.1.1.478.wav,L,cute!
0.0,265.0,266.0,SDRW2000000658.1.1.199.wav,,cute!
,,,SDRW2000000658.1.1.389.wav,,unknown_error
0.0,157.0,153.0,SDRW2000000659.1.1.204.wav,R,cute!
0.0,193.0,194.0,SDRW2000000659.1.1.26.wav,,cute!
