,name,word,token,start_x,end_x,sex,age,principal_residence,vowel,path,start_y,mid,end_y,consonant,status,mid_vowel,ratio
1065,SDRW2200000998.1.1.56.wav,리브,리브,16640,23360,남성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000998.1.1.56.wav,64,787,866,R,cute!,ㅣ,0.901
971,SDRW2200000652.1.1.326.wav,리브른데,리브,3840,17920,여성,20대,서울,ㄹㅣㅂ,/home/hyohyeongjang/phonology/ri/SDRW2200000652.1.1.326.wav,154,409,505,R,cute!,ㅣ,0.726
250,SDRW2100000279.1.1.92.wav,리사,리사,14720,21760,여성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000279.1.1.92.wav,550,842,923,R,cute!,ㅣ,0.783
537,SDRW2100001837.1.1.227.wav,리사,리사,0,6400,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100001837.1.1.227.wav,166,254,258,R,cute!,ㅣ,0.957
249,SDRW2100000279.1.1.63.wav,리사가,리사,16960,23360,여성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000279.1.1.63.wav,532,664,762,R,cute!,ㅣ,0.574
251,SDRW2100000279.1.1.94.wav,리사가,리사,0,6080,여성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000279.1.1.94.wav,0,177,240,R,cute!,ㅣ,0.738
1359,SDRW2200002649.1.1.60.wav,리사가,리사,3200,10560,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200002649.1.1.60.wav,257,340,353,R,cute!,ㅣ,0.865
861,SDRW2200000241.1.1.41.wav,리사랑,리사,14080,22720,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000241.1.1.41.wav,506,606,702,R,cute!,ㅣ,0.51
267,SDRW2100000390.1.1.361.wav,리서치,리서치,2560,10240,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000390.1.1.361.wav,138,367,383,R,cute!,ㅣ,0.935
1023,SDRW2200000801.1.1.20.wav,리셀,리셀,0,7040,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000801.1.1.20.wav,0,206,270,R,cute!,ㅣ,0.763
1063,SDRW2200000989.1.1.281.wav,리셀러를,리셀,7680,22400,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000989.1.1.281.wav,510,909,945,R,cute!,ㅣ,0.917
771,SDRW2100004210.1.1.263.wav,리셀을,리셀,0,11520,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100004210.1.1.263.wav,344,449,521,R,cute!,ㅣ,0.593
316,SDRW2100000555.1.1.213.wav,리스너,리스너,22080,31360,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000555.1.1.213.wav,494,851,945,R,cute!,ㅣ,0.792
317,SDRW2100000555.1.1.216.wav,리스너로서,리스너,8640,18560,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000555.1.1.216.wav,505,623,690,R,cute!,ㅣ,0.638
291,SDRW2100000495.1.1.259.wav,리스크,리스크,26560,32000,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.259.wav,1062,1108,1101,R,cute!,ㅣ,1.179
292,SDRW2100000495.1.1.259.wav,리스크,리스크,40320,47360,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.259.wav,1062,1108,1101,R,cute!,ㅣ,1.179
293,SDRW2100000495.1.1.259.wav,리스크,리스크,26560,32000,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.259.wav,184,762,781,R,cute!,ㅣ,0.968
294,SDRW2100000495.1.1.259.wav,리스크,리스크,40320,47360,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.259.wav,184,762,781,R,cute!,ㅣ,0.968
534,SDRW2100001810.1.1.430.wav,리스크가,리스크,16320,33280,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100001810.1.1.430.wav,951,1214,1284,R,cute!,ㅣ,0.79
1275,SDRW2200002128.1.1.67.wav,리스크가,리스크,0,8640,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200002128.1.1.67.wav,0,204,264,R,cute!,ㅣ,0.773
353,SDRW2100000745.1.1.43.wav,리스크는,리스크,0,14400,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000745.1.1.43.wav,8,467,485,R,cute!,ㅣ,0.962
295,SDRW2100000495.1.1.268.wav,리스크라는,리스크,0,14080,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.268.wav,0,501,569,R,cute!,ㅣ,0.88
297,SDRW2100000495.1.1.268.wav,리스크라는,리스크,0,14080,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.268.wav,624,810,855,R,cute!,ㅣ,0.805
296,SDRW2100000495.1.1.268.wav,리스크를,리스크,36480,46720,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.268.wav,0,501,569,R,cute!,ㅣ,0.88
298,SDRW2100000495.1.1.268.wav,리스크를,리스크,36480,46720,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000495.1.1.268.wav,624,810,855,R,cute!,ㅣ,0.805
797,SDRW2100004340.1.1.276.wav,리스크를,리스크,22720,35200,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100004340.1.1.276.wav,571,976,1067,R,cute!,ㅣ,0.817
244,SDRW2100000263.1.1.43.wav,리스트,리스트,7360,16320,여성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000263.1.1.43.wav,698,843,955,R,cute!,ㅣ,0.564
961,SDRW2200000605.1.1.141.wav,리스트,리스트,19520,29760,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000605.1.1.141.wav,491,945,1052,R,cute!,ㅣ,0.809
264,SDRW2100000377.1.1.4.wav,리스트가,리스트,11520,19200,여성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000377.1.1.4.wav,563,682,756,R,cute!,ㅣ,0.617
243,SDRW2100000260.1.1.128.wav,리스트를,리스트,0,12480,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000260.1.1.128.wav,0,291,433,R,cute!,ㅣ,0.672
688,SDRW2100003833.1.1.62.wav,리스트를,리스트,33280,50240,여성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100003833.1.1.62.wav,988,1086,1145,R,cute!,ㅣ,0.624
1349,SDRW2200002590.1.1.260.wav,리스트를,리스트,35200,47040,남성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200002590.1.1.260.wav,484,762,863,R,cute!,ㅣ,0.734
205,SDRW2100000002.1.1.146.wav,리스트만,리스트,7680,21440,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000002.1.1.146.wav,641,924,1026,R,cute!,ㅣ,0.735
265,SDRW2100000377.1.1.8.wav,리스트업,리스트,32320,40320,여성,20대,서울,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2100000377.1.1.8.wav,498,618,680,R,cute!,ㅣ,0.659
35,SDRW2000000237.1.1.102.wav,리스트에,리스트,34240,49280,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2000000237.1.1.102.wav,876,1076,1182,R,cute!,ㅣ,0.654
1024,SDRW2200000802.1.1.163.wav,리스트에,리스트,0,9600,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000802.1.1.163.wav,0,246,323,R,cute!,ㅣ,0.762
1025,SDRW2200000802.1.1.179.wav,리스트에,리스트,8320,15360,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000802.1.1.179.wav,614,637,719,R,cute!,ㅣ,0.219
1026,SDRW2200000802.1.1.203.wav,리스트에,리스트,0,9600,여성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000802.1.1.203.wav,0,237,327,R,cute!,ㅣ,0.725
868,SDRW2200000275.1.1.52.wav,리스펙하는,리스펙,0,9600,남성,20대,경기,ㄹㅣㅅ,/home/hyohyeongjang/phonology/ri/SDRW2200000275.1.1.52.wav,0,116,179,R,cute!,ㅣ,0.648
919,SDRW2200000452.1.1.211.wav,리조가,리조,0,8960,여성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000452.1.1.211.wav,0,284,340,R,cute!,ㅣ,0.835
918,SDRW2200000452.1.1.208.wav,리조는,리조,24320,30720,여성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000452.1.1.208.wav,537,713,747,R,cute!,ㅣ,0.838
216,SDRW2100000042.1.1.188.wav,리조또라든가,리조또,0,16960,남성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2100000042.1.1.188.wav,164,324,361,R,cute!,ㅣ,0.812
917,SDRW2200000452.1.1.207.wav,리조라는,리조,10880,26560,여성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000452.1.1.207.wav,649,1097,1193,R,cute!,ㅣ,0.824
314,SDRW2100000550.1.1.151.wav,리조트,리조트,5120,11520,남성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2100000550.1.1.151.wav,424,488,551,R,cute!,ㅣ,0.504
709,SDRW2100003878.1.1.70.wav,리조트,리조트,23360,34880,여성,20대,경기,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2100003878.1.1.70.wav,378,926,996,R,cute!,ㅣ,0.887
927,SDRW2200000499.1.1.321.wav,리조트,리조트,2240,7360,남성,20대,경기,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200000499.1.1.321.wav,153,234,314,R,cute!,ㅣ,0.503
1357,SDRW2200002645.1.1.244.wav,리조트,리조트,2880,11200,남성,20대,서울,ㄹㅣㅈ,/home/hyohyeongjang/phonology/ri/SDRW2200002645.1.1.244.wav,224,385,452,R,cute!,ㅣ,0.706
49,SDRW2000000303.1.1.442.wav,리치,리치,6400,12480,남성,20대,서울,ㄹㅣㅊ,/home/hyohyeongjang/phonology/ri/SDRW2000000303.1.1.442.wav,0,653,759,R,cute!,ㅣ,0.86
710,SDRW2100003897.1.1.256.wav,리코더,리코더,0,10240,남성,20대,경기,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2100003897.1.1.256.wav,0,318,347,R,cute!,ㅣ,0.916
712,SDRW2100003897.1.1.265.wav,리코더,리코더,10880,22080,남성,20대,경기,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2100003897.1.1.265.wav,604,793,820,R,cute!,ㅣ,0.875
711,SDRW2100003897.1.1.261.wav,리코더도,리코더,0,10240,남성,20대,경기,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2100003897.1.1.261.wav,0,284,309,R,cute!,ㅣ,0.919
616,SDRW2100003493.1.1.107.wav,리코더랑,리코더,28160,37120,여성,20대,서울,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2100003493.1.1.107.wav,466,611,614,R,cute!,ㅣ,0.98
832,SDRW2200000143.1.1.80.wav,리클라이너,리클라이너,0,15040,여성,20대,서울,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2200000143.1.1.80.wav,128,309,309,R,cute!,ㅣ,1
134,SDRW2000001529.1.1.29.wav,리키라는,리키,12480,23040,여성,20대,서울,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2000001529.1.1.29.wav,552,742,767,R,cute!,ㅣ,0.884
133,SDRW2000001529.1.1.178.wav,리키를,리키,0,9920,여성,20대,서울,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2000001529.1.1.178.wav,0,211,221,R,cute!,ㅣ,0.955
135,SDRW2000001529.1.1.301.wav,리키를,리키,0,8000,여성,20대,서울,ㄹㅣㅋ,/home/hyohyeongjang/phonology/ri/SDRW2000001529.1.1.301.wav,1,247,313,R,cute!,ㅣ,0.788
182,SDRW2000002057.1.1.296.wav,리틀,리틀,0,6080,여성,20대,경기,ㄹㅣㅌ,/home/hyohyeongjang/phonology/ri/SDRW2000002057.1.1.296.wav,1,155,216,R,cute!,ㅣ,0.716
962,SDRW2200000606.1.1.143.wav,리틀,리틀,0,4800,여성,20대,서울,ㄹㅣㅌ,/home/hyohyeongjang/phonology/ri/SDRW2200000606.1.1.143.wav,1,78,124,R,cute!,ㅣ,0.626
882,SDRW2200000320.1.1.114.wav,리폼을,리폼,5120,14080,여성,20대,서울,ㄹㅣㅍ,/home/hyohyeongjang/phonology/ri/SDRW2200000320.1.1.114.wav,458,499,579,R,cute!,ㅣ,0.339
289,SDRW2100000482.1.1.226.wav,리프레시,리프레시,5120,19520,여성,20대,경기,ㄹㅣㅍ,/home/hyohyeongjang/phonology/ri/SDRW2100000482.1.1.226.wav,377,956,969,R,cute!,ㅣ,0.978
1059,SDRW2200000961.1.1.279.wav,리필용도,리필,36160,46080,여성,20대,경기,ㄹㅣㅍ,/home/hyohyeongjang/phonology/ri/SDRW2200000961.1.1.279.wav,541,623,669,R,cute!,ㅣ,0.641
