folder,id,form,original_form,speaker_id,start,end,note
SDRW2100004095,SDRW2100004095.1.1.157,근데 그 가짜 뉴스를 유포한 사람이,근데 그 가짜 뉴스를 유포한 사람이,SD2103157,422.95901,425.45,
SDRW2100004095,SDRW2100004095.1.1.176,맞기로 권장하고 이러는데 그런 가짜 뉴스가 너무 팽배해져 버리면,맞기로 권장하고 이러는데 그런 가짜 뉴스가 너무 팽배해져 버리면,SD2103158,470.57141,474.49,
SDRW2100004095,SDRW2100004095.1.1.186,응 그런 가짜 뉴스들이,응 그런 가짜 뉴스들이,SD2103157,497.01901,499.28,
SDRW2100004095,SDRW2100004095.1.1.208,그 뉴스를 올린다거나,그 뉴스를 올린다거나,SD2103158,561.12465,562.78,
SDRW2100004095,SDRW2100004095.1.1.213,그런 가짜 뉴스를,그런 가짜 뉴스를,SD2103158,572.8,574.35,
SDRW2100004095,SDRW2100004095.1.1.227,그것이 가짜 뉴스를 퍼트리는 사람들에,그게 가짜 뉴스를 퍼트리는 사람들에,SD2103157,600.4699,603.27,
SDRW2100004095,SDRW2100004095.1.1.231,오로지 어떤 가짜 뉴스를 걸러내고,오로지 어떤 가짜 뉴스를 걸러내고,SD2103158,613.38,616.65,
SDRW2100004095,SDRW2100004095.1.1.232,또 그 가짜 뉴스가,또 그 가짜 뉴스가,SD2103158,616.79897,618.549,
SDRW2100004095,SDRW2100004095.1.1.240,물론 그런 가짜 뉴스에,물론 그런 가짜 뉴스에,SD2103157,643.66,646.10757,
SDRW2100004095,SDRW2100004095.1.1.247,그렇게 가짜 뉴스를 유포한 사람들을 뭐,그렇게 가짜 뉴스를 유포한 사람들을 뭐,SD2103157,659.14564,661.79,
SDRW2100004095,SDRW2100004095.1.1.257,가짜 가짜 뉴스에 를 통해서 수익을 얻었을 땐 어떻게 되는 걸까?,가짜 가짜 뉴스에 -를- 통해서 수익을 얻었을 땐 어떻게 되는 걸까?,SD2103158,686.17,692.24,
SDRW2100004095,SDRW2100004095.1.1.266,내가 실제로 이 뉴스를 퍼트려 내가 이득을 취하려고 했다,내가 실제로 이 뉴스를 퍼트려 내가 이득을 취할려고 했다,SD2103158,712.85,716.25997,
SDRW2100004095,SDRW2100004095.1.1.285,가짜 뉴스를 퍼뜨리는 거에 대한 어떤 징벌,가짜 뉴스를 퍼뜨리는 거에 대한 어떤 징벌,SD2103158,766.21,768.86499,
SDRW2100004095,SDRW2100004095.1.1.288,가짜 뉴스의 정확한 범위와,가짜 뉴스의 정확한 범위와,SD2103158,774.24951,776.37,
SDRW2100004095,SDRW2100004095.1.1.289,아니면 가짜 뉴스가 어떤,아니면 가짜 뉴스가 어떤,SD2103158,776.44464,778.23198,
SDRW2100004095,SDRW2100004095.1.1.309,가짜 뉴스를 징벌적 가짜 뉴스에 대한,가짜 뉴스를 징벌적 가짜 뉴스에 대한,SD2103157,836.05821,838.8813,
SDRW2100004095,SDRW2100004095.1.1.316,어 엄마 말대로 가짜 뉴스를 악의적으로 퍼트려서,어 엄마 말대로 가짜 뉴스를 악의적으로 퍼트려서,SD2103157,856.19,859.12,
SDRW2100004095,SDRW2100004095.1.1.321,그러면 가짜 뉴스에 대한,그러면 가짜 뉴스에 대한,SD2103158,872.029,873.83,
SDRW2100004095,SDRW2100004095.1.1.324,음 가짜 뉴스가,음 가짜 뉴스가,SD2103157,879.4,881.32,
SDRW2100004095,SDRW2100004095.1.1.334,그러면 가짜 뉴스,그러면 가짜 뉴스,SD2103157,897.81,899.79,
SDRW2100004097,SDRW2100004097.1.1.209,클래식이나 이런 뉴에이지,클래식이나 이런 뉴에이지,SD2103160,484.82288,487.36196,
SDRW2100004097,SDRW2100004097.1.1.300,어 니즈에 충족,어 니즈에 충족,SD2103160,702.94901,704.745,
SDRW2100004100,SDRW2100004100.1.1.249,참변을 당했다 그랬나 그런 뉴스를 봤어요 그런데,참변을 당했다 ((그랬나)) 그런 뉴스를 봤어요 그런데,SD2103162,657.563,660.999,
SDRW2100004103,SDRW2100004103.1.1.6,그런 가짜 뉴스를 통해서,그를 가짜 뉴스를 통해서,SD2103162,15.10597,18.059,
SDRW2100004103,SDRW2100004103.1.1.10,가짜 뉴스는,가짜 뉴스는,SD2103162,26.52797,28.09,
SDRW2100004103,SDRW2100004103.1.1.15,가짜 뉴스에 관한 거는,가짜 뉴스에 관한 거는,SD2103162,36.32,38.588,
SDRW2100004103,SDRW2100004103.1.1.21,아니면 공공의 성격으로는 뉴스에서,아니면 공공의 성격으로는 뉴스에서,SD2103162,52.82517,56.13,
SDRW2100004103,SDRW2100004103.1.1.28,가짜 뉴스는 좀 처벌을 마 해야 된다 생각합,가짜 뉴스는 쫌 처벌을 마 해야 된다 생각합,SD2103162,70.17491,72.64,
SDRW2100004103,SDRW2100004103.1.1.35,그 가짜 뉴스라고 그러는데 가짜 뉴스가,그 가짜 뉴스라고 그러는데 가짜 뉴스가,SD2103161,97.35,101.44297,
SDRW2100004103,SDRW2100004103.1.1.48,다 가짜 뉴스라고,다 가짜 뉴스라고,SD2103161,131.03,132.78,
SDRW2100004103,SDRW2100004103.1.1.59,그렇기 때문에 가짜 뉴스가 더 위험한 거고,그렇기 때문에 가짜 뉴스가 더 위험한 거고,SD2103162,159.50098,161.96,
SDRW2100004103,SDRW2100004103.1.1.66,검증할 수단도 이젠 제 이젠이 아니라 제대로 없으니까 가짜 뉴스에 대해서,검증할 수단도 이젠 제 이젠이 아니라 제대로 없으니까 가짜 뉴스에 대해서,SD2103162,178.416,183.15,
SDRW2100004103,SDRW2100004103.1.1.180,저거 따라가다 보면 가짜 뉴스처럼,저거 따라가다 보면 가짜 뉴스처럼,SD2103162,474.51899,477.479,
SDRW2100004103,SDRW2100004103.1.1.207,가짜 뉴스라 하는 거는,가짜 뉴스라 하는 거는,SD2103162,539.949,541.58898,
SDRW2100004103,SDRW2100004103.1.1.282,일단 가짜 뉴스에 대한 본질로 돌아와 보면 그런 것들을 통해,일단 가짜 뉴스에 대한 본질로 돌아와 보면 그런 것들을 통해,SD2103162,727.88009,731.52596,
SDRW2100004103,SDRW2100004103.1.1.306,가짜 뉴스도 이렁 이런 너무 스케일이 커졌지만,가짜 뉴스도 ((이렁 이런)) {laughing} 너무 스케일이 커졌지만,SD2103162,791.125,794.705,
SDRW2100004103,SDRW2100004103.1.1.307,가짜 뉴스도 그냥,가짜 뉴스도 그냥,SD2103162,794.705,796.239,
SDRW2100004103,SDRW2100004103.1.1.346,음 그러면 가짜 뉴스는,음 그러면 가짜 뉴스는,SD2103162,885.241,887.28903,
SDRW2100004103,SDRW2100004103.1.1.359,위험 인식이 높아져야지 그런 게 해결될 거라 생각해요 가짜 뉴스 같은 것도,위험 인식이 높아져야지 그런 게 해결될 거라 생각해요 가짜 뉴스 같은 것도,SD2103162,918.66902,922.999,
SDRW2100004107,SDRW2100004107.1.1.93,뉴스를 얘기해 주고 이런 것도 좋은데,뉴스를 얘기해 주고 이런 것도 좋은데,SD2100959,261.53,264.32297,
SDRW2100004112,SDRW2100004112.1.1.2,가짜 뉴스에 징벌적,가짜 뉴스에 징벌적,SD2100961,3.34,5.179,
SDRW2100004112,SDRW2100004112.1.1.6,나는 가짜 뉴스에 대해서는 어느 정도 처벌이 들어가야 된다고 생각을 해.,나는 가짜 뉴스에 대해서는 어느 정도 처벌이 들어가야 된다고 생각을 해.,SD2100962,15.309,19.559,
SDRW2100004112,SDRW2100004112.1.1.8,그것이 나는 가짜 뉴스라는 게 가짜 뉴스를,그게 나는 가짜 뉴스라는 게 가짜 뉴스를,SD2100961,21.8,25.19,
SDRW2100004112,SDRW2100004112.1.1.31,뉴스로 만들어서 퍼트리고,뉴스로 만들어서 퍼트리고,SD2100962,86.3,88.33568,
SDRW2100004112,SDRW2100004112.1.1.60,가짜 뉴스,가짜 뉴스,SD2100961,167.37,168.42,
SDRW2100004112,SDRW2100004112.1.1.64,그 결국 잘못된 뉴스를 만들었을 때 처벌이 된다라는,그 결국 잘못된 뉴스를 만들었을 때 처벌이 된다라는,SD2100961,179.2,183.1,
SDRW2100004112,SDRW2100004112.1.1.66,뉴스 기자들이 과연 그 시대에 진실된 얘기를 할 수 있을까 나는 그것이 좀 걱정이 돼.,뉴스 기자들이 과연 그 시대에 진실된 얘기를 할 수 있을까 나는 그게 좀 걱정이 돼.,SD2100961,184.57452,189.02,
SDRW2100004112,SDRW2100004112.1.1.67,하지만 이미 진실된 뉴스를 만들기 위한 자유를,하지만 이미 진실된 뉴스를 만들기 위한 자유를,SD2100962,189.69,194.77001,
SDRW2100004112,SDRW2100004112.1.1.70,이득을 얻기 위해서 이미 진실에 대한 뉴스를 쓰지 않고,이득을 얻기 위해서 이미 진실에 대한 뉴스를 쓰지 않고,SD2100962,201.38,205.60001,
SDRW2100004112,SDRW2100004112.1.1.71,가짜 뉴스 라는 거 자체가,가짜 뉴스 라는 거 자체가,SD2100962,205.83,208.04,
SDRW2100004112,SDRW2100004112.1.1.73,진실된 뉴스를 쓰지 않고 가짜 뉴스를 쓰고 있다는,진실된 뉴스를 쓰지 않고 가짜 뉴스를 쓰고 있다는,SD2100962,209.6,212.30166,
SDRW2100004112,SDRW2100004112.1.1.90,지금 와서 가짜 뉴스라는 것은,지금 와서 가짜 뉴스라는 것은,SD2100961,254.31369,256.02,
SDRW2100004112,SDRW2100004112.1.1.132,한 가지 사건을 두고 이게 가짜 뉴스냐 진짜 뉴스냐를,한 가지 사건을 두고 이게 가짜 뉴스냐 진짜 뉴스냐를,SD2100961,380.67,383.519,
SDRW2100004112,SDRW2100004112.1.1.138,뭔가 그런 뉴스가 달라질 수 있다는 거에는 어느 정도 동의하는 부분이야.,뭔가 그런 뉴스가 달라질 수 있다는 거에는 어느 정도 동의하는 부분이야.,SD2100962,397.73676,402.99096,
SDRW2100004112,SDRW2100004112.1.1.144,어 뭔가 정치권에서 서로를 공격하기 위해 하는 뉴스들은,어 뭔가 정치권에서 서로를 공격하기 위해 하는 뉴스들은,SD2100962,421.15,426.11899,
SDRW2100004112,SDRW2100004112.1.1.158,그 가짜 뉴스가 아무리 범람을 해도 우리 너도 알다시피 뭐 부모님 세대나,그 가짜 뉴스가 아무리 범람을 해도 우리 너도 알다시피 뭐 부모님 세대나,SD2100961,462.6,466.49253,
SDRW2100004112,SDRW2100004112.1.1.162,근데 사실 나는 그런 것도 하나의 가짜 뉴스라고 생각하고,근데 사실 나는 그런 것도 하나의 가짜 뉴스라고 생각하고,SD2100961,472.66,475.4405,
SDRW2100004112,SDRW2100004112.1.1.173,어 보통 그 뉴스를 접하는 사람들의 교육 수준이 높아져야 된다는 말인 거 같은데,어 보통 그 뉴스를 접하는 사람들의 교육 수준이 높아져야 된다는 말인 거 같은데,SD2100962,500.32,506.06,
SDRW2100004112,SDRW2100004112.1.1.195,결국 그 가짜 뉴스라는 거의 가짜는 어떤 누군가가,결국 그 가짜 뉴스라는 거의 가짜는 어떤 누군가가,SD2100961,566.46,569.79859,
SDRW2100004112,SDRW2100004112.1.1.246,뭔가 이런 어 가짜 뉴스나 그런 것들이 만연해지고 피해가 생기는 시점에서,뭔가 이런 어 가짜 뉴스나 그런 것들이 만연해지고 피해가 생기는 시점에서,SD2100962,717.51,724.22903,
SDRW2100004112,SDRW2100004112.1.1.248,결국 그거에 가짜 뉴스 판별은,결국 그거에 가짜 뉴스 판별은,SD2100962,725.31,727.69899,
SDRW2100004112,SDRW2100004112.1.1.270,가짜 뉴스를 처벌하는 데 있어서,가짜 뉴스를 처벌하는 데 있어서,SD2100962,804.11,806.22696,
SDRW2100004112,SDRW2100004112.1.1.282,순간에 그것이 가짜 뉴스라고 판단이 된다면은,순간에 그게 가짜 뉴스라고 판단이 된다면은,SD2100961,837.53,839.97698,
SDRW2100004114,SDRW2100004114.1.1.246,항상 뭐 뉴스나 이런 거는 접하는데,항상 뭐 뉴스나 이런 거는 접하는데,SD2100963,648.39,651.2133,
SDRW2100004115,SDRW2100004115.1.1.281,나중에 좀 코인에 대한 뉴스가 좀 더.,나중에 좀 코인에 대한 뉴스가 좀 더.,SD2100963,793.70286,796.914,
SDRW2100004115,SDRW2100004115.1.1.282,어 긍정적인 뉴스가 나오기 전.,어 긍정적인 뉴스가 나오기 전.,SD2100963,796.914,800.822,
SDRW2100004121,SDRW2100004121.1.1.119,뉴스를 접하다 보니까,뉴스를 접하다 보니까,SD2100947,323.77899,325.829,
SDRW2100004121,SDRW2100004121.1.1.243,우리가 너무 뉴스에 나는 거도,우리가 너무 뉴스에 나는 거도,SD2100948,650.79499,653.495,
SDRW2100004124,SDRW2100004124.1.1.375,그 뉴스가 있었어.,그 뉴스가 있었어.,SD2100950,858.20698,860.14899,
SDRW2100004128,SDRW2100004128.1.1.76,그럼 언니는 티브이에서 정치 같은 거 뉴스 그런 건 잘 안 봐?,그럼 언니는 티브이에서 정치 같은 거 뉴스 그런 건 잘 안 봐?,SD2100952,174.30001,178.38,
SDRW2100004128,SDRW2100004128.1.1.80,음 뉴스는 요즘에 뭐 정치 얘기 나오는 거 뭐 윤석열이니 이준석,음 뉴스는 요즘에 뭐 정치 얘기 나오는 거 뭐 윤석열이니 이준석,SD2100952,184.63,190.71,
SDRW2100004128,SDRW2100004128.1.1.87,따뜻한 뉴스가 나왔으면 좋겠어 뉴스도,따뜻한 뉴스가 나왔으면 좋겠어 뉴스도,SD2100952,210.87,214.51,
SDRW2100004128,SDRW2100004128.1.1.115,이럴 때 뉴스를 보면은,일 때 뉴스를 보면은,SD2100952,282.46,284.06874,
SDRW2100004128,SDRW2100004128.1.1.117,뉴스를 안 본대,뉴스를 안 본대,SD2100952,287.07,288.36,
SDRW2100004128,SDRW2100004128.1.1.118,왜 뉴스를 안 봐 그래서 세상 돌아가는 걸 알아야지 그랬더니,왜 뉴스를 안 봐 그래서 세상 돌아가는 걸 알아야지 그랬더니,SD2100952,288.8,292.79,
SDRW2100004128,SDRW2100004128.1.1.119,뉴스를 보고 있으면 막 화가 난대 그래서 뉴스를 안 본대,뉴스를 보고 있으면 막 화가 난대 그래서 뉴스를 안 본대,SD2100952,293.3,296.7,
SDRW2100004129,SDRW2100004129.1.1.5,그것이 가짜 뉴스가 많더라고,그게 가짜 뉴스가 많더라고,SD2100951,14.70426,16.71,
SDRW2100004129,SDRW2100004129.1.1.14,그것이 가짜 뉴스더라고,그게 가짜 뉴스드라고,SD2100951,32.29,34.18,
SDRW2100004129,SDRW2100004129.1.1.17,그 뉴스 가짜 뉴스 올린 사람이 자기가 그 말로 해 가지고,그 뉴스 가짜 뉴스 올린 사람이 자기가 그 말로 해 가지고,SD2100951,40.16,44.7,
SDRW2100004129,SDRW2100004129.1.1.20,아 이것이 가짜 뉴스구나 이런 거를,아 이게 가짜 뉴스구나 이런 거를,SD2100951,49.34,52.24,
SDRW2100004129,SDRW2100004129.1.1.25,뉴스가 다 가짜일 수는 없을 것 같아 유튜브 같은 거 보면은,뉴스가 다 가짜일 수는 없을 것 같애 유튜브 같은 거 보면은,SD2100952,64.8,69.19,
SDRW2100004129,SDRW2100004129.1.1.32,가짜 뉴스가 뭐,가짜 뉴스가 뭐,SD2100952,86.27,87.6,
SDRW2100004129,SDRW2100004129.1.1.37,이런 게 많더라고 가짜 뉴스가 그리고 저번에는 또,이런 게 많더라고 가짜 뉴스가 그르구 저번에는 또,SD2100951,100.76,104.56,
SDRW2100004129,SDRW2100004129.1.1.49,언니가 보는 거는 주로 가짜 뉴스가 많구나,언니가 보는 거는 주로 가짜 뉴스가 많구나,SD2100952,136.15801,139.08197,
SDRW2100004129,SDRW2100004129.1.1.51,가짜 뉴스라기보단 짤로 보는 것도 많잖아 짤로 보는 거 보면은,가짜 뉴스라기보단 짤로 보는 것도 많잖아 짤로 보는 거 보면은,SD2100952,141.57,145.84,
SDRW2100004129,SDRW2100004129.1.1.65,그래서 내가 아들 보고 물어봤어 야 이거 가짜 뉴스는 이런 거를 여기다 이렇게 올리면 이거 어떻게 되냐,그래서 내가 아들 보고 물어봤어 야 이거 가짜 뉴스는 이런 거를 여기다 이렇게 올리면 이거 어떻게 되냐,SD2100951,180.28,186.29,
SDRW2100004129,SDRW2100004129.1.1.66,언니는 주로 가짜 뉴스를 많이 보나 봐 나는 진실 된 거를 많이 보니까,언니는 주로 가짜 뉴스를 많이 보나 봐 나는 진실 된 거를 많이 보니까,SD2100952,186.73,191.55,
SDRW2100004129,SDRW2100004129.1.1.79,그러면은 언니는 그런 거 가짜 뉴스나 그런 사람들을,그러면은 언니는 그런 거 가짜 뉴스나 그런 사람들을,SD2100952,221.14999,225.6,
SDRW2100004129,SDRW2100004129.1.1.107,어 가짜 뉴스에 막 사람들이 현혹돼 가지고,어 가짜 뉴스에 막 사람들이 현혹돼 가지고,SD2100951,301.79,305.01096,
SDRW2100004129,SDRW2100004129.1.1.113,가짜 뉴스나 진짜 뉴스나 분별할 수 있는 능력을 키우는 것도,가짜 뉴스나 진짜 뉴스나 분별할 수 있는 능력을 키우는 것도,SD2100952,317.879,322.479,
SDRW2100004129,SDRW2100004129.1.1.122,그 가짜 뉴스를 너무 많이 보시고 거기에 넘어가시는데,그 가짜 뉴스를 너무 많이 보시고 거기에 넘어가시는데,SD2100952,341.2,344.49,
SDRW2100004129,SDRW2100004129.1.1.125,그건 또 선생님의 낙이 낙이더라고 가짜 뉴스 보는 게,그건 또 선생님의 낙이 낙이드라고 가짜 뉴스 보는 게,SD2100952,349.33,353.08696,
SDRW2100004129,SDRW2100004129.1.1.128,그것이 이제 아 가짜 뉴스였구나 이런 걸 알게 되잖아,그게 이제 아 가짜 뉴스였구나 이런 걸 알게 되잖아,SD2100951,359.49,362.949,
SDRW2100004129,SDRW2100004129.1.1.149,타당성이 없는 그런 가짜 뉴스는,타당성이 없는 그런 가짜 뉴스는,SD2100951,419.63,422.12,
SDRW2100004129,SDRW2100004129.1.1.204,그 뉴스로 사람을 딱 매장 시키기도 하지만 언니,그 뉴스로 사람을 딱 매장 시키기도 하지만 언니,SD2100952,559.51,562.72,
SDRW2100004129,SDRW2100004129.1.1.209,그래서 꼭 유튜브 가짜 뉴스뿐만이 아니라,그래서 꼭 유튜브 가짜 뉴스뿐만이 아니라,SD2100952,571.85,575.04,
SDRW2100004129,SDRW2100004129.1.1.210,어 언론의 자유를 막다 보면은 좋은 뉴스도 많이 죽을 거 같아서,어 언론의 자유를 막다 보면은 좋은 뉴스도 많이 죽을 거 같애서,SD2100952,575.39,580.16,
SDRW2100004129,SDRW2100004129.1.1.216,이런 유튜브나 신문이나 기사 같은 또 티브이 뉴스 같은 것들은,이런 유튜브나 신문이나 기사 같은 또 티브이 뉴스 같은 것들은,SD2100952,595.49,600.42397,
SDRW2100004129,SDRW2100004129.1.1.219,많은 뉴스들이 제대로 나오지는 못할 거 같아,많은 뉴스들이 제대로 나오지는 못할 거 같애,SD2100952,609.87,613.12,
SDRW2100004129,SDRW2100004129.1.1.220,가짜 뉴스일망정 듣다 보면은 우리가 가려서 듣는 귀도 생길 거고,가짜 뉴스일망정 듣다 보면은 우리가 가려서 듣는 귀두 생길 거고,SD2100952,613.74,618.59498,
SDRW2100004129,SDRW2100004129.1.1.223,그러다 보면은 좋은 뉴스도 찾아지고,그러다 보면은 좋은 뉴스도 찾아지고,SD2100952,619.95426,622.29,
SDRW2100004129,SDRW2100004129.1.1.242,나는 이제 주로 정치인들 뭐 이런 거 뉴스 볼 때,나는 이제 주로 정치인들 뭐 이런 거 뉴스 볼 때,SD2100951,667.39,671.28515,
SDRW2100004129,SDRW2100004129.1.1.251,다 가짜 뉴스라고 막 쓰여있는데,다 가짜 뉴스라고 막 써 있는데,SD2100952,692.5168,694.73,
SDRW2100004129,SDRW2100004129.1.1.256,그러기 때문에 가짜 뉴스라고 전부 매도를 해 버리면 안 된다고 생각해,그러기 때문에 가짜 뉴스라고 전부 매도를 해 버리면 안 된다고 생각해,SD2100952,706.72488,710.45,
SDRW2100004129,SDRW2100004129.1.1.258,가짜 뉴스가 아니지마는,가짜 뉴스가 아니지마는,SD2100951,712.62,714.35,
SDRW2100004129,SDRW2100004129.1.1.259,인제 그런 게 있다 이거지 가짜 뉴스가 그래서,인제 그런 게 있다 이거지 가짜 뉴스가 그래서,SD2100951,714.38,718.04895,
SDRW2100004129,SDRW2100004129.1.1.267,가짜 뉴스에 신경을 쓰겠어 난 그런 거는 별로,가짜 뉴스에 신경을 쓰겠어 난 그런 거는 별로,SD2100952,736.899,740.26,
SDRW2100004129,SDRW2100004129.1.1.272,어 가짜 뉴스도,어 가짜 뉴스도,SD2100952,752.81898,754.65897,
SDRW2100004129,SDRW2100004129.1.1.275,그래서 나는 이제 그 유튜브 같은 거 보면은 가짜 뉴스를 이제 알겠어,그래서 나는 이제 그 유튜브 같은 거 보면은 가짜 뉴스를 이제 알겠어,SD2100951,762.55,767.26696,
SDRW2100004129,SDRW2100004129.1.1.284,가짜 뉴스다,가짜 뉴스다,SD2100952,787.37903,788.46,
SDRW2100004129,SDRW2100004129.1.1.289,아 이거는 분명히 가짜 뉴스다,아 이거는 분명히 가짜 뉴스다,SD2100951,798.4,800.53,
SDRW2100004129,SDRW2100004129.1.1.307,열심히 가짜 뉴스 가려내면서 보고 싶다.,열심히 가짜 뉴스 가려내면서 보고 싶다.,SD2100952,836.70767,839.8,
SDRW2100004129,SDRW2100004129.1.1.319,좋은 인상을 이렇게 너무 가짜 뉴스 같은 거,좋은 인상을 이렇게 너무 가짜 뉴스 같은 거,SD2100951,861.81,864.68,
SDRW2100004130,SDRW2100004130.1.1.94,요즘에 며칠 전에 언니 뉴스 나왔잖아 그 어르신들이,요즘에 며칠 전에 언니 뉴스 나왔잖어 그 어르신들이,SD2100952,253.46,257.41,
SDRW2100004135,SDRW2100004135.1.1.169,수성 니스 같은 것도 칠하 칠하면은,수성 니스 같은 것도 -칠하- 칠하면은,SD2100955,452.779,455.39899,
SDRW2100004137,SDRW2100004137.1.1.3,가짜 뉴스에 대해서,가짜 뉴스에 대해서,SD2100956,5.149,6.88477,
SDRW2100004137,SDRW2100004137.1.1.8,요새 가짜 뉴스들이 너무 판 치는 게 심하기는 했지.,요새 가짜 뉴스들이 너무 판 치는 게 심하긴 했지.,SD2100955,19.84584,23.03,
SDRW2100004137,SDRW2100004137.1.1.13,가짜 뉴스 하고,가짜 뉴스 하고,SD2100956,34.198,35.994,
SDRW2100004137,SDRW2100004137.1.1.14,진짜 뉴스 이걸 구별할 수 있는,진짜 뉴스 이걸 구별할 수 있는,SD2100956,35.994,38.23031,
SDRW2100004137,SDRW2100004137.1.1.34,데 가짜 뉴스라는 게 무조건 다 거짓말은 아니거든.,데 가짜 뉴스란 게 무조건 다 거짓말은 아니거든.,SD2100956,89.84197,94.06,
SDRW2100004137,SDRW2100004137.1.1.47,가짜 뉴스의 피해자가 되거나,가짜 뉴스의 피해자가 되거나,SD2100955,124.69,126.95,
SDRW2100004137,SDRW2100004137.1.1.53,대부분의 가짜 뉴스가 일반인의 대상은 아니거든?,대부분의 가짜 뉴스가 일반인의 대상은 아니거든?,SD2100956,138.1183,141.81045,
SDRW2100004137,SDRW2100004137.1.1.57,가짜 뉴스가 많고,가짜 뉴스가 많고,SD2100956,149.04896,150.78,
SDRW2100004137,SDRW2100004137.1.1.58,그 가짜 뉴스를 검증하는 과정이,그 가짜 뉴스를 검증하는 과정이,SD2100956,150.78,153.88,
SDRW2100004137,SDRW2100004137.1.1.65,상당히 많 뉴스의 많은 부분이 없어질 수밖에 없거든?,상당히 많 뉴스의 많은 부분이 없어질 수밖에 없거든?,SD2100956,168.96097,172.26097,
SDRW2100004137,SDRW2100004137.1.1.71,반드시 이 뉴스를 내야 되는 상황이라면,반드시 이 뉴스를 내야 되는 상황이라면,SD2100956,184.35798,187.23225,
SDRW2100004137,SDRW2100004137.1.1.74,그 뉴스에 검증이 안 돼서 이것이 잘못됐다는 거,그 뉴스에 검증이 안 돼서 이것이 잘못됐다는 거,SD2100956,189.72999,194.06,
SDRW2100004137,SDRW2100004137.1.1.76,뉴스가 가짜 뉴스가 되는 거는 좀 문제가 있는 거 같아.,뉴스가 가짜 뉴스가 되는 거는 쫌 문제가 있는 거 같애.,SD2100956,196.984,200.35,
SDRW2100004137,SDRW2100004137.1.1.135,뉴스를 생각하는 것들이 많잖아?,뉴스를 ((생각하는)) 것들이 많잖아?,SD2100955,348.64804,350.589,
SDRW2100004137,SDRW2100004137.1.1.179,사람들이 가짜 뉴 그 언론 쪽에서,사람들이 가짜 뉴 그 언론 쪽에서,SD2100955,473.32285,476.549,
SDRW2100004137,SDRW2100004137.1.1.193,까 소수이 가정 가짜 뉴스의 피해를 받았다든가,((까 소수이 가정)) 가짜 뉴스의 피해를 받았다던가,SD2100956,513.841,517.18637,
SDRW2100004137,SDRW2100004137.1.1.288,아니면 정말 가짜 뉴스를,아니면 정말 가짜 뉴스를,SD2100956,776.947,778.76456,
SDRW2100004137,SDRW2100004137.1.1.289,그러니까 사회적으로 이 가짜 뉴스를,그까 사회적으로 이 가짜 뉴스를,SD2100956,778.76456,780.93297,
SDRW2100004141,SDRW2100004141.1.1.223,뉴스에 나왔던 태백시는,뉴스에 나왔던 태백시는,SD2100965,636.55369,638.22,
SDRW2100004144,SDRW2100004144.1.1.1,요새 보면 사이버 렉카라고 해 가지고 가짜 뉴스들 막,요새 보면 사이버 렉카라고 해 가지고 가짜 뉴스들 막,SD2100978,2.389,6.28,
SDRW2100004144,SDRW2100004144.1.1.3,그런 편집을 한 뉴스들이 있는데,그런 편집을 한 뉴스들이 있는데,SD2100978,10.32,12.509,
SDRW2100004144,SDRW2100004144.1.1.4,그런 뉴스들 하나하나에,그런 뉴스들 하나하나에,SD2100978,12.72,14.709,
SDRW2100004144,SDRW2100004144.1.1.56,가짜 뉴스를 많이 퍼뜨리지만 나는,가짜 뉴스를 많이 퍼뜨리지만 나는,SD2100977,145.03,147.38,
SDRW2100004144,SDRW2100004144.1.1.58,근데 그냥 가짜 뉴스 한 글이 사람 인생을 파탄으로 가기도,근데 그냥 가짜 뉴스 한 글이 사람 인생을 파탄으로 가기도,SD2100977,150.84,155.62001,
SDRW2100004144,SDRW2100004144.1.1.68,근데 가짜 뉴스가,근데 가짜 뉴스가,SD2100977,180.35,182.12001,
SDRW2100004144,SDRW2100004144.1.1.69,가짜인 뉴스 유언비어 퍼뜨리지 있는 거에 대해서 처벌하자는 거잖아.,가짜인 뉴스 유언비어 퍼뜨리지 있는 거에 대해서 처벌하자는 거잖아.,SD2100977,183.37001,188.01,
SDRW2100004144,SDRW2100004144.1.1.73,딱히 가짜 뉴스라고 처벌 받을 일이 없지 않아? 진실인데,딱히 가짜 뉴스라고 처벌 받을 일이 없지 않아? 진실인데,SD2100977,194.38597,198.07,
SDRW2100004144,SDRW2100004144.1.1.100,뭐 그냥 가짜 뉴스 하나로 내 인생 확 휘말렸는데,뭐 그냥 가짜 뉴스 하나로 내 인생 확 휘말렸는데,SD2100977,266.19697,270.08897,
SDRW2100004144,SDRW2100004144.1.1.158,이제 가짜 뉴스는 옛날부터,이제 가짜 뉴스는 옛날부터,SD2100978,420.209,422.929,
SDRW2100004144,SDRW2100004144.1.1.167,어떻게 보면은 가짜 뉴스일 수도 있는데,어떻게 보면은 가짜 뉴스일 수도 있는데,SD2100978,442.95901,446.02901,
SDRW2100004144,SDRW2100004144.1.1.182,연예계 쪽에서 가짜 뉴스 터 처벌에 대해서 엄격하게 생각을 하거든.,연예계 쪽에서 가짜 뉴스 터 처벌에 대해서 엄격하게 생각을 하거든.,SD2100977,479.75,484.72899,
SDRW2100004144,SDRW2100004144.1.1.185,어떤 나는 걸 그룹이 가짜 뉴스 때문에 해체까지,어떤 나는 걸 그룹이 가짜 뉴스 때문에 해체까지,SD2100977,489.51899,492.811,
