folder,id,form,original_form,speaker_id,start,end,note
SDRW2000000002,SDRW2000000002.1.1.223,어~ 뉴스에도 났었는데,어~ 뉴스에도 났었는데,SD2000003,442.42404,444.91903,
SDRW2000000009,SDRW2000000009.1.1.83,막 뉴스에 나오던데.,막 뉴스에 나오던데.,SD2000016,140.93808,143.97004,
SDRW2000000011,SDRW2000000011.1.1.24,항상 가도 좋은 곳은 사실 뉴욕인 거 같고요.,항상 가도 좋은 곳은 사실 뉴욕인 거 같고요.,SD2000020,58.41401,61.88906,
SDRW2000000017,SDRW2000000017.1.1.93,뭐 제가 뉴스로 보기에는,뭐 제가 뉴스로 보기에는,SD2000030,128.11902,130.11704,
SDRW2000000019,SDRW2000000019.1.1.442,너무 뉴스에 많이 나오기 때문에,너무 뉴스에 많이 나오기 때문에,SD2000033,656.04408,657.70001,
SDRW2000000025,SDRW2000000025.1.1.375,그런데 가끔씩 뉴스에서,그런데 가끔씩 뉴스에서,SD2000040,750.91404,753.38308,
SDRW2000000027,SDRW2000000027.1.1.378,그래서 뉴욕이나,그래서 뉴욕이나,SD2000042,790.50306,791.93904,
SDRW2000000030,SDRW2000000030.1.1.239,뭐 해피 뉴 이어 이렇게 해가지고,뭐 해피 뉴 이어 이렇게 해가지고,SD2000045,503.83905,505.95403,
SDRW2000000033,SDRW2000000033.1.1.23,뉴스에 뜨는 것들,뉴스에 뜨는 것들,SD2000050,47.87106,49.65808,
SDRW2000000033,SDRW2000000033.1.1.511,니까,니까,SD2000050,859.38901,860.05502,
SDRW2000000036,SDRW2000000036.1.1.155,많 뉴스나 인제 프로그램 같은 경우에 뭐,많 뉴스나 인제 프로그램 같은 경우에 뭐,SD2000055,542.45505,546.92501,
SDRW2000000038,SDRW2000000038.1.1.259,뉴스 같은 데서 보면,뉴스 같은 데서 보면,SD2000056,596.99805,599.33205,
SDRW2000000040,SDRW2000000040.1.1.23,호주나 뉴질랜드 쪽에서,호주나 뉴질랜드 쪽에서,SD2000060,38.57905,40.30705,
SDRW2000000046,SDRW2000000046.1.1.242,뉴스에서도 많이 나옷는데,뉴스에서도 많이 나옷는데,SD2000068,424.08508,425.98101,
SDRW2000000046,SDRW2000000046.1.1.434,뉴스 같은 거에서 이제 이웃이,뉴스 같은 거에서 이제 이웃이,SD2000068,800.51108,803.14802,
SDRW2000000051,SDRW2000000051.1.1.147,최근에 뉴스에서,최근에 뉴스에서,SD2000074,337.37508,340.16404,
SDRW2000000054,SDRW2000000054.1.1.4,약간 뉴스 같은 거 있잖아.,약간 뉴쓰 같은 거 있잖아.,SD2000077,11.14607,12.85207,
SDRW2000000054,SDRW2000000054.1.1.5,그런 뉴스나 기사 같은 걸 통해선,그런 뉴쓰나 기사 같은 걸 통해선,SD2000077,12.86203,15.55408,
SDRW2000000054,SDRW2000000054.1.1.165,뉴스에서 보신 적이 있는지 궁금해요.,뉴스에서 보신 적이 있는지 궁금해요.,SD2000078,346.18602,348.73206,
SDRW2000000057,SDRW2000000057.1.1.215,어제 이제 뉴스로 봤는데요.,어제 이제 뉴스로 봤는데요.,SD2000081,439.26005,441.61602,
SDRW2000000057,SDRW2000000057.1.1.223,어제 참 그~ 뉴스를 보면서 재미있었습니다.,어제 참 그~ 뉴스를 보면서 재미있었습니다.,SD2000081,454.73401,458.03302,
SDRW2000000067,SDRW2000000067.1.1.101,잘 갈 수 없는 여행에 대한 그 니즈가 조금 있어서,잘 갈 수 없는 여행에 대한 그 니즈가 쫌 있어서,SD2000100,263.64502,267.62306,
SDRW2000000067,SDRW2000000067.1.1.121,특히 맛있는 녀석들,특히 맛있는 녀석들,SD2000100,312.52006,314.43201,
SDRW2000000067,SDRW2000000067.1.1.123,그 맛있는 녀석들에서 나온 집이다 해가지고,그 맛있는 녀석들에서 나온 집이다 해가지고,SD2000100,316.59701,320.49502,
SDRW2000000067,SDRW2000000067.1.1.130,그런 맛있는 녀석들에 나왔던,그런 맛있는 녀석들에 나왔던,SD2000100,337.16506,339.31407,
SDRW2000000067,SDRW2000000067.1.1.140,맛있는 녀석들도 이렇게 보고 있습니다.,맛있는 녀석들도 이렇게 보고 있습니다.,SD2000101,366.23806,369.44902,
SDRW2000000070,SDRW2000000070.1.1.233,뉴스에서나,뉴스에서나,SD2000106,548.99804,549.98602,
SDRW2000000073,SDRW2000000073.1.1.221,뉴욕도 가고 싶고,뉴욕도 가고 싶고,SD2000111,648.64703,650.00304,
SDRW2000000073,SDRW2000000073.1.1.224,뉴욕도 좋고,뉴욕도 좋고,SD2000111,654.16703,656.68608,
SDRW2000000083,SDRW2000000083.1.1.19,뉴질랜드 갔다 왔는데,뉴질랜드 갔다 왔는데,SD2000129,37.79603,39.12703,
SDRW2000000083,SDRW2000000083.1.1.59,뉴지 나는,뉴지 나는,SD2000129,109.37905,111.55605,
SDRW2000000083,SDRW2000000083.1.1.60,뉴질랜드,뉴질랜드,SD2000129,111.56601,112.34605,
SDRW2000000083,SDRW2000000083.1.1.220,나 뉴질랜드 갔을 때도,나 뉴질랜드 갔을 때도,SD2000129,391.76703,393.80305,
SDRW2000000083,SDRW2000000083.1.1.238,그래도 머물렀었으니까 니깐,그래도 머물렀었으니까 니깐,SD2000128,422.87304,425.26104,
SDRW2000000083,SDRW2000000083.1.1.257,아~ 네가 뉴질랜드 다녀왔으니깐,아~ 너가 뉴질랜드 다녀왔으니깐,SD2000128,458.66303,461.72401,
SDRW2000000083,SDRW2000000083.1.1.258,뉴질랜드,뉴질랜드,SD2000128,461.73404,462.61603,
SDRW2000000083,SDRW2000000083.1.1.262,뉴질랜드 가면 추천해줄 여행지 있어?,뉴질랜드 가면 추천해줄 여행지 있어?,SD2000128,468.16705,471.85107,
SDRW2000000083,SDRW2000000083.1.1.263,나는 뉴질랜드,나는 뉴질랜드,SD2000129,471.86107,474.75006,
SDRW2000000083,SDRW2000000083.1.1.268,그리고 진짜 남 뉴질랜드에,((그리고)) 진짜 남 뉴질랜드에,SD2000129,481.65708,484.62003,
SDRW2000000083,SDRW2000000083.1.1.293,그 뉴질랜드 북섬에,그 뉴질랜드 북섬에,SD2000129,522.47901,524.12503,
SDRW2000000083,SDRW2000000083.1.1.296,뉴질랜드에 코팡안 느낌,뉴질랜드에 코팡안 느낌,SD2000129,529.08403,530.99404,
SDRW2000000083,SDRW2000000083.1.1.304,나는 뉴질랜드 가면,나는 뉴질랜드 가면,SD2000129,542.32806,544.68307,
SDRW2000000083,SDRW2000000083.1.1.362,뉴질 그~ 신체검사하러 한 번 가고,뉴질 그~ 신체검사하러 한 번 가고,SD2000129,662.54007,665.38706,
SDRW2000000087,SDRW2000000087.1.1.149,니까 오히려 매운 거는,니까 오히려 매운 거는,SD2000135,363.52507,366.40905,
SDRW2000000093,SDRW2000000093.1.1.203,영구적으로도 뉴스에 봐도,영구적으로도 뉴스에 봐도,SD2002409,503.17908,506.34507,
SDRW2000000131,SDRW2000000131.1.1.163,니즈가 다 다르기 때문에,니즈가 다 다르기 때문에,SD2000202,368.69401,370.97606,
SDRW2000000138,SDRW2000000138.1.1.97,내가 우리 반 애들한테도 물어봤지. 야 니네 이 쌤 좋나,내가 우리 반 애들한테도 물어봤지. 야 니네 이 쌤 좋나,SD2000210,227.20604,230.07308,
SDRW2000000138,SDRW2000000138.1.1.204,나는 니들이 싫어가지고 떡볶이 니들 빼고,나는 니들이 싫어가지고 떡볶이 니들 빼고,SD2000211,486.17405,489.68804,
SDRW2000000138,SDRW2000000138.1.1.209,내가 니들한테 뭐 했다고 그러는 건데,내가 니들한테 뭐 했다고 그러는 건데,SD2000211,500.30603,503.02203,
SDRW2000000138,SDRW2000000138.1.1.332,니들 담배 필 때 발 젖으면 시려,니들 담배 필 때 발 젖으면 시려,SD2000210,799.08602,801.72307,
SDRW2000000147,SDRW2000000147.1.1.285,니가 비타민만 이렇게 물로 꿀떡꿀떡 삼키면,((니가)) 비타민만 이렇게 물로 꿀떡꿀떡 삼키면,SD2000224,562.81104,565.46105,
SDRW2000000165,SDRW2000000165.1.1.74,뉴스를 보고 나서,뉴스를 보고 나서,SD2000245,178.72501,180.79308,
SDRW2000000165,SDRW2000000165.1.1.189,냐짱을,나뜨랑을,SD2000245,464.14605,466.45604,
SDRW2000000165,SDRW2000000165.1.1.202,냐짱에 가면 정말 그~ 베트남의,나뜨랑에 가면 정말 그~ 베트남의,SD2000245,497.27702,499.98005,
SDRW2000000165,SDRW2000000165.1.1.206,저는 냐짱을 더 추천드리고 싶고요.,저는 나뜨랑을 더 추천드리고 싶구요.,SD2000245,509.41901,512.78403,
SDRW2000000176,SDRW2000000176.1.1.319,떴던 뉴스 뉴스 같은 경우는,떴던 뉴스 뉴스 같은 경우는,SD2000260,549.63104,550.96204,
SDRW2000000176,SDRW2000000176.1.1.484,뉴질랜드를 많이 가보고 싶거든.,뉴질랜드를 많이 가보고 싶거든.,SD2000260,850.22902,851.93402,
SDRW2000000176,SDRW2000000176.1.1.485,뉴질랜드가 정말,뉴질랜드가 정말,SD2000260,851.94403,852.99403,
SDRW2000000184,SDRW2000000184.1.1.173,뉴스 이런 거 많이 보면,뉴스 이런 거 많이 보면,SD2002203,358.04504,360.19906,
SDRW2000000194,SDRW2000000194.1.1.39,니뽕 내뽕 짬뽕,니뽕 내뽕 짬뽕,SD2000283,98.70005,100.85906,
SDRW2000000194,SDRW2000000194.1.1.41,니뽕 내뽕 짬뽕에,니뽕 내뽕 짬뽕에,SD2000283,101.70205,103.65207,
SDRW2000000201,SDRW2000000201.1.1.154,실질적으로 뉴스에도 많이 나오고,실질적으로 뉴스에도 많이 나오고,SD2000291,305.08207,307.16304,
SDRW2000000201,SDRW2000000201.1.1.157,축구 말고도 이제 스포츠 자체에서도 비리 문제가 쪼끔 많다고 뉴스 기사를 여러 개를 본 적이 있는데,축구 말고도 이제 스포츠 자체에서도 비리 문제가 쪼끔 많다고 뉴스 기사를 여러 개를 본 적이 있는데,SD2000290,314.47102,321.35807,
SDRW2000000206,SDRW2000000206.1.1.295,이 녀석들이 아마 자이를 짜아갖고,이 녀석들이 아마 자이를 짜아갖고,SD2000299,565.44602,568.27002,
SDRW2000000206,SDRW2000000206.1.1.308,아~ 내가 아홉 시 뉴스에 나오는구나.,아~ 내가 아홉 시 뉴스에 나오는구나.,SD2000299,597.89707,599.85106,
SDRW2000000213,SDRW2000000213.1.1.18,이제 뉴스에서 소식이 들리는데,이제 뉴스에서 소식이 들리는데,SD2000306,49.54001,52.24105,
SDRW2000000217,SDRW2000000217.1.1.160,뭐 누가 더 뛰어나르 냐라는 말을 하면 쪼 그렇지만,뭐 누가 더 뛰어나르 냐라는 말을 하면 쪼 그렇지만,SD2000309,358.95201,362.79607,
SDRW2000000222,SDRW2000000222.1.1.269,그~ 뉴 페이스로,그~ 뉴 페이스로,SD2000316,649.79401,652.29905,
SDRW2000000227,SDRW2000000227.1.1.194,뉴스 같은 거 보면은,뉴스 같은 거 보면은,SD2002402,345.25302,346.58504,
SDRW2000000227,SDRW2000000227.1.1.291,뉴스에서 노인분들이,뉴스에서 노인분들이,SD2002401,538.45303,540.69407,
SDRW2000000234,SDRW2000000234.1.1.52,근데 내가 뉴스를 봤는데,근데 내가 뉴스를 봤는데,SD2000327,130.66706,132.87004,
SDRW2000000237,SDRW2000000237.1.1.48,뉴스를,뉴스를,SD2000334,179.38406,183.80301,
SDRW2000000241,SDRW2000000241.1.1.88,토트넘은 이제 뉴화이트,토트넘은 이제 뉴화이트,SD2000340,169.97807,172.12105,
SDRW2000000241,SDRW2000000241.1.1.89,뉴 화이트하트레인,뉴 화이트하트레인,SD2000340,172.13105,173.46101,
SDRW2000000242,SDRW2000000242.1.1.344,제가 뉴스를 가끔 볼 때도 무슨 왕따,제가 뉴스를 가끔 볼 때도 무슨 왕따,SD2002734,617.49303,620.35106,
SDRW2000000242,SDRW2000000242.1.1.379,그러니까 뉴스에 나오는 것 같이 막 엄청 괴롭히고 막,그까 뉴스에 나오는 것 같이 막 엄청 괴롭히고 막,SD2000340,688.12506,690.42802,
SDRW2000000248,SDRW2000000248.1.1.318,뉴스를 보면은 아파트에서 강아지를,뉴스를 보면은 아파트에서 강아지를,SD2000350,607.20904,609.99504,
SDRW2000000251,SDRW2000000251.1.1.339,최근 뉴스에서도 그렇고,최근 뉴스에서도 그렇고,SD2000352,839.04204,841.78406,
SDRW2000000258,SDRW2000000258.1.1.354,티브이에 나오는 뉴스는 믿을 수 없고,티비에 나오는 ((뉴스는)) 믿을 수 없고,SD2002412,819.93408,822.44002,
SDRW2000000264,SDRW2000000264.1.1.25,좋지 않은 사건 사고나 뉴스를 보게 되면,좋지 않은 사건 사고나 뉴스를 보게 되면,SD2000372,49.99906,53.29402,
SDRW2000000270,SDRW2000000270.1.1.173,음~ 뉴스에,음~ 뉴스에,SD2000380,427.33002,429.21908,
SDRW2000000271,SDRW2000000271.1.1.66,뉴욕에 꼭 가보고 싶고,뉴욕에 꼭 가보고 싶고,SD2000381,173.19406,175.24105,
SDRW2000000271,SDRW2000000271.1.1.85,뉴질랜드도 꼭 가보고 싶습니다.,뉴질랜드도 꼭 가보고 싶습니다.,SD2000381,208.36408,212.36508,
SDRW2000000273,SDRW2000000273.1.1.225,뉴스나 이런 거는,뉴스나 이런 거는,SD2000386,483.58607,485.72301,
SDRW2000000275,SDRW2000000275.1.1.84,뉴욕 10일,뉴욕 십 일,SD2000389,180.20707,181.13101,
SDRW2000000275,SDRW2000000275.1.1.104,뉴,뉴,SD2000389,237.61807,239.43001,
SDRW2000000275,SDRW2000000275.1.1.105,뉴욕에서 11일 생하,뉴욕에서 십일 일 생하,SD2000389,239.44003,241.87005,
SDRW2000000275,SDRW2000000275.1.1.107,그 뉴욕에서 생활하는데,(()) 그 뉴욕에서 생활하는데,SD2000389,249.30003,252.02805,
SDRW2000000275,SDRW2000000275.1.1.339,뉴욕에서 먹은,뉴욕에서 먹은,SD2000389,832.33804,835.82206,
SDRW2000000278,SDRW2000000278.1.1.229,맛 맛있는 녀석들 그,-맛- 맛있는 녀석들 그~,SD2000393,467.12402,469.91002,
SDRW2000000292,SDRW2000000292.1.1.412,고객의 니즈를 굉장히 잘 파악하는 것 같아요.,고객의 니즈를 굉장히 잘 파악하는 것 같애여.,SD2000411,740.73507,743.83701,
SDRW2000000294,SDRW2000000294.1.1.486,그~ 뉴에이지,그~ 뉴에이지,SD2000413,884.51006,886.44607,
SDRW2000000295,SDRW2000000295.1.1.41,지금 한국판 뉴딜 정책을 하고 있는데,지금 한국판 뉴딜 정책을 하고 있는데,SD2001644,71.05601,73.38808,
SDRW2000000295,SDRW2000000295.1.1.42,뉴딜 정책은,뉴딜 정책은 (()),SD2001644,73.39802,74.76206,
SDRW2000000296,SDRW2000000296.1.1.232,인터넷 포털 뉴스도 보면은,인터넷 포탈 뉴스도 보면은,SD2001641,399.94404,401.74802,
SDRW2000000296,SDRW2000000296.1.1.237,뉴스란 걸 잘 몰랐었거든요. 근데 인터넷 포털이 생기면서,뉴스란 걸 잘 몰랐었거든요. ((근데)) 인터넷 포탈이 생기면서,SD2001641,407.84705,410.91606,
SDRW2000000296,SDRW2000000296.1.1.239,연예인들의 뉴스가 많아 많은 거 같고,연예인들의 뉴스가 많아 많은 거 같고,SD2001641,412.25606,415.00608,
SDRW2000000296,SDRW2000000296.1.1.313,4차 한류붐이 일어났다라는 뉴스가 있었습니다.,사 차 한류붐이 일어났다라는 뉴스가 있었습니다.,SD2001642,551.43205,554.67708,
SDRW2000000307,SDRW2000000307.1.1.402,그래서 얼마 전에도 뉴스에 나왔는데,그래서 얼마 전에도 뉴스에 나왔는데,SD2000431,886.42901,889.50908,
SDRW2000000325,SDRW2000000325.1.1.205,뉴스나 그런 거에서도 코로나가 많이 뜨잖아.,뉴스나 그런 거에서도 코로나가 많이 뜨잖아.,SD2000454,492.37803,496.24102,
SDRW2000000326,SDRW2000000326.1.1.111,많이 뉴스가 나오더라고요.,많이 뉴스가 나오더라구요.,SD2000455,356.94806,360.73606,
SDRW2000000326,SDRW2000000326.1.1.113,재벌 2세 같은 사람들의 약물 뉴스를 들어본 적 있으세요?,재벌 이 세 같은 사람들의 약물 뉴스를 들어본 적 있으세요?,SD2000455,363.03905,367.85808,
SDRW2000000331,SDRW2000000331.1.1.100,계속 반팔을 입다가 오랜만에 니트 카디건을 입고 나와서,계속 반팔을 입다가 오랜만에 니트 가디건을 입고 나와서,SD2000458,222.78904,226.73501,
SDRW2000000331,SDRW2000000331.1.1.144,뉴질랜드에 잠깐,뉴질랜드에 잠깐,SD2000460,317.63302,318.98206,
SDRW2000000331,SDRW2000000331.1.1.148,오히려 뉴질랜드는 그런,오히려 뉴질랜드는 그런,SD2000460,327.23304,329.76706,
SDRW2000000339,SDRW2000000339.1.1.74,뉴스를 본 적이 있었거든요.,뉴스를 본 적이 있었거든요.,SD2001637,160.70007,162.60905,
SDRW2000000361,SDRW2000000361.1.1.290,그러면 인제 그 사람 니즈에 맞는,그러면 인제 그 사람 니즈에 맞는,SD2000495,725.63904,727.99602,
SDRW2000000369,SDRW2000000369.1.1.188,내가 그~ 니노 좋아했었잖아. 근데 걔가,내가 그~ 니노 좋아했었잖아. 근데 걔가,SD2002385,434.21907,437.68606,
SDRW2000000369,SDRW2000000369.1.1.205,니까,니까,SD2002385,475.95103,479.89404,
SDRW2000000374,SDRW2000000374.1.1.247,스파이더맨 뉴유니버스라고 이건 영,스파이더맨 뉴유니버스라고 이건 영,SD2002386,591.24707,593.13304,
SDRW2000000379,SDRW2000000379.1.1.112,그~ 뉴에이지 곡을 많이 듣거든요.,그~ 뉴에이지 곡을 많이 듣거든요.,SD2000513,226.14604,228.56203,
SDRW2000000379,SDRW2000000379.1.1.116,뭐 클래식이라든지 뉴에이지 곡,뭐 클래식이라던지 뉴에이지 곡,SD2000513,234.64908,236.71902,
SDRW2000000387,SDRW2000000387.1.1.134,제가 저번에 뉴스에선가 봤는데,제가 저번에 뉴스에선가 봤는데,SD2000523,293.06602,295.76406,
SDRW2000000387,SDRW2000000387.1.1.150,가입을 해야지 입장이 가능하다고 요번에 그렇게 뉴스가,가입을 해야지 입장이 가능하다고 요번에 그렇게 뉴스가,SD2000523,323.64802,328.06401,
SDRW2000000388,SDRW2000000388.1.1.401,뉴스 같은 것도 더 빨리빨리 나오고 그 사람들의 소식들이,뉴스 같은 것도 더 빨리빨리 나오고 그 사람들의 소식들이,SD2000523,816.04606,819.53007,
SDRW2000000392,SDRW2000000392.1.1.22,니까 저는 1년 쪼끔 덜 다녔거든요.,니까 저는 일 년 쪼끔 덜 다녔거든요.,SD2000527,61.87706,64.71405,
SDRW2000000393,SDRW2000000393.1.1.119,그런 에스비에스 짧게 뉴스 만들어주는 영상을 만들어주는 그런 데가 있는데,그런 에스비에스 짧게 뉴스 만들어주는 영상을 만들어주는 그런 데가 있는데,SD2002392,246.77404,252.13302,
SDRW2000000398,SDRW2000000398.1.1.42,뉴스 기사가 되어있는데,뉴스 기사가 되어있는데,SD2000533,111.60605,113.02902,
SDRW2000000398,SDRW2000000398.1.1.86,지금 이 뉴스 기사를 보시면은,지금 이 뉴스 기사를 보시면은,SD2000533,238.95304,240.95603,
SDRW2000000398,SDRW2000000398.1.1.145,지금 이 뉴스 기사 보시면은,지금 이 뉴스 기사 보시면은,SD2000533,402.69008,404.79105,
SDRW2000000398,SDRW2000000398.1.1.152,여기 뉴스 기사에 나와 있거든요.,여기 뉴스 기사에 나와 있거든요.,SD2000533,418.79101,420.43807,
SDRW2000000398,SDRW2000000398.1.1.196,생각을 하기보다는 여기 뉴스 보시면은,생각을 하기보다는 여기 뉴스 보시면은,SD2000533,535.75108,539.65505,
SDRW2000000399,SDRW2000000399.1.1.1,지금 뉴스 기사 보시면은,지금 뉴스 기사 보시면은,SD2000533,10.16508,12.46106,
SDRW2000000399,SDRW2000000399.1.1.46,이 뉴스 기사를 보시면은,이 뉴스 기사를 보시면은,SD2000533,140.98801,142.77301,
SDRW2000000399,SDRW2000000399.1.1.51,뉴스에 기재가 되어있는데 혹시 이거에 대한 생각,뉴스에 기재가 되어있는데 혹시 이거에 대한 생각,SD2000533,151.00304,153.63302,
SDRW2000000399,SDRW2000000399.1.1.185,어떤 특별한 뉴스 기사를 읽는다든가 아니면은 찾아서 봤던 역사들보다는,어떤 특별한 뉴스 기사를 읽는다던가 아니면은 찾아서 봤던 역사들보다는,SD2000533,494.34702,498.53004,
SDRW2000000400,SDRW2000000400.1.1.12,조금 됐는데 뉴스에서도 그렇고,쫌 됐는데 뉴스에서도 그렇고,SD2000536,22.43204,24.52203,
SDRW2000000400,SDRW2000000400.1.1.32,아까 뉴스에서 봤던 것처럼,아까 뉴스에서 봤던 것처럼,SD2000536,67.09007,69.02106,
SDRW2000000400,SDRW2000000400.1.1.214,뭐 그런 걸 좀 자랑스럽게 얘기를 한 뉴스가 난다든가,뭐 그런 걸 좀 자랑스럽게 얘기를 한 뉴스가 난다던가,SD2000536,478.91208,482.65602,
SDRW2000000401,SDRW2000000401.1.1.2,난민과 탈북민에 관련된 뉴스 기사를 봤는데,난민과 탈북민에 관련된 뉴스 기사를 봤는데,SD2000535,3.37304,6.89803,
SDRW2000000401,SDRW2000000401.1.1.215,소문도 아니었지. 그걸 직접 뉴스에서,소문도 아니었지. 그걸 직접 뉴스에서,SD2000536,481.65804,484.66805,
SDRW2000000402,SDRW2000000402.1.1.1,뉴스에서 전복 생산량이 늘었다고 하던데,뉴스에서 전복 생산량이 늘었다고 하던데,SD2000537,3.70507,7.46505,
SDRW2000000402,SDRW2000000402.1.1.37,뉴스에 나왔어요.,뉴스에 나왔어요.,SD2000538,109.51803,111.02306,
SDRW2000000402,SDRW2000000402.1.1.116,뉴스에 나왔으니까,뉴스에 나왔으니까,SD2000538,400.83005,402.48507,
SDRW2000000403,SDRW2000000403.1.1.4,뉴스에 기사가 났는데,뉴스에 기사가 났는데,SD2000537,10.10108,12.19101,
SDRW2000000403,SDRW2000000403.1.1.85,뉴스나 기사가 더 이상 나지 않았으면 좋겠어요.,뉴스나 기사가 더 이상 나지 않았으면 좋겠어요.,SD2000537,221.85206,225.47208,
SDRW2000000404,SDRW2000000404.1.1.35,반짝 이렇게 당기려고 나왔던 드라마가 원작이었던 나쁜 녀석들,반짝 이렇게 땅길려고 나왔던 드라마가 원작이었던 나쁜 녀석들,SD2000540,87.48702,92.31304,
SDRW2000000411,SDRW2000000411.1.1.68,뉴질랜드를 한번 가보고 싶고,뉴질랜드를 한번 가보고 싶고,SD2000546,177.63402,179.72305,
SDRW2000000411,SDRW2000000411.1.1.69,뉴질랜드는,뉴질랜드는,SD2000546,179.73302,180.78503,
SDRW2000000418,SDRW2000000418.1.1.292,맛있는 녀석들,맛있는 녀석들,SD2000553,826.05203,828.10507,
SDRW2000000418,SDRW2000000418.1.1.318,맛있는 녀석들에 보면은,맛있는 녀석들에 보면은,SD2000553,879.67602,883.27901,
SDRW2000000419,SDRW2000000419.1.1.126,어~ 뉴스 이런 데서 보면 많이 나오잖아요. 근데 너무 보면은,어~ 뉴스 이런 데서 보면 많이 나오잖아요. 근데 너무 보면은,SD2000554,340.37308,345.56308,
SDRW2000000419,SDRW2000000419.1.1.187,뉴스 같은 데서 입마개 착용 이런 문제들이 나오면은,뉴스 같은 데서 입마개 착용 이런 문제들이 나오면은,SD2000554,528.71901,532.73707,
SDRW2000000427,SDRW2000000427.1.1.383,요즘 뭐 뉴스에서나,요즘 뭐 뉴스에서나,SD2000562,842.22504,844.69408,
SDRW2000000428,SDRW2000000428.1.1.387,또 뉴스나 이런 데에 보면,또 뉴스나 이런 데에 보면,SD2000563,867.40404,869.22306,
SDRW2000000433,SDRW2000000433.1.1.51,뉴스에서 많이 봤던 경,뉴스에서 많이 봤던 경,SD2000569,143.13604,146.52601,
SDRW2000000433,SDRW2000000433.1.1.295,좀 뉴스로 접하는 소식들이 다 부정적이다 보니까,좀 뉴스로 접하는 소식들이 다 부정적이다 보니까,SD2000568,818.15101,821.45701,
SDRW2000000437,SDRW2000000437.1.1.12,이~ 어~ 뉴스의 제목이랑은 전혀 다르지만,이~ 어~ 뉴스의 제목이랑은 전혀 다르지만,SD2000571,28.22108,32.49908,
SDRW2000000440,SDRW2000000440.1.1.54,그런 뉴스라든지 관심받고 있는데,그런 뉴스라든지 관심받고 있는데,SD2000576,149.48403,152.28702,
SDRW2000000441,SDRW2000000441.1.1.112,뉴스라든지 이런 방송국에서도,뉴스라든지 이런 방송국에서도,SD2000576,291.68405,294.45403,
SDRW2000000442,SDRW2000000442.1.1.6,뉴스를 접했을 때,뉴스를 접했을 때,SD2000577,13.27306,15.31108,
SDRW2000000442,SDRW2000000442.1.1.14,사망하게 했다는 그 뉴스를 처음 봤을 때 너무 깜짝 놀라서,사망하게 했다는 그 뉴스를 처음 봤을 때 너무 깜짝 놀래서,SD2000575,33.28206,38.19303,
SDRW2000000445,SDRW2000000445.1.1.155,뉴스를 보니까 그런 일들도 있더라구여.,뉴스를 보니까 그런 일들도 있더라구여.,SD2000581,307.28204,310.35207,
SDRW2000000445,SDRW2000000445.1.1.277,이거를 뉴스화하는 것도 맞겠지만,이거를 뉴스화하는 것도 맞겠지만,SD2000582,534.46105,537.26005,
SDRW2000000455,SDRW2000000455.1.1.2,뉴스 봤잖아.,뉴스 봤잖아.,SD2000590,3.60806,4.99001,
SDRW2000000466,SDRW2000000466.1.1.236,그런 사람들의 니즈를 충족하기 위해서,그런 사람들의 니즈를 충족하기 위해서,SD2000601,581.51807,584.62708,
SDRW2000000477,SDRW2000000477.1.1.234,뉴스가 뭐,뉴스가 뭐,SD2000613,539.38104,540.80406,
SDRW2000000489,SDRW2000000489.1.1.44,그런 뉴스를 많이 볼 때마다,그런 뉴스를 많이 볼 때마다,SD2000625,87.42908,90.13702,
SDRW2000000489,SDRW2000000489.1.1.46,치매 노인들 학대하는 요양사들이 학대하는 그런 뉴스를 볼 때마다,치매 노인들 학대하는 요양사들이 학대하는 그런 뉴스를 볼 때마다,SD2000625,91.23702,95.15502,
SDRW2000000489,SDRW2000000489.1.1.133,뭐 뉴스에 보면,뭐 뉴스에 보면,SD2000625,290.82101,292.72605,
SDRW2000000489,SDRW2000000489.1.1.140,뉴스들이 있는데 혹시,뉴스들이 있는데 혹시,SD2000625,304.10901,305.87204,
SDRW2000000489,SDRW2000000489.1.1.145,뉴스에 대해서 들은 적은 있는데,뉴스에 대해서 들은 적은 있는데,SD2000624,314.90404,318.32208,
SDRW2000000489,SDRW2000000489.1.1.147,그런 뉴스를 들을 때마다,그런 뉴스를 들을 때마다,SD2000624,319.81805,322.74901,
SDRW2000000489,SDRW2000000489.1.1.165,뉴스에서도,뉴스에서도,SD2000624,361.07606,362.93408,
SDRW2000000493,SDRW2000000493.1.1.63,뉴스에서 봤을 때도,뉴스에서 봤을 때도,SD2000629,149.35005,151.48403,
SDRW2000000493,SDRW2000000493.1.1.143,뭐 뉴스를 보신 적은 있으세요?,뭐 뉴스를 보신 적은 있으세요?,SD2000629,339.96007,342.83104,
SDRW2000000493,SDRW2000000493.1.1.145,뉴스를 요새 볼 시간은 없어가지고 그거를,뉴스를 요새 볼 시간은 없어가지고 그거를,SD2000628,344.51804,348.04804,
SDRW2000000507,SDRW2000000507.1.1.71,뉴스에서 많이 지적하는 부분이,뉴스에서 많이 지적하는 부분이,SD2000641,170.61304,173.24306,
SDRW2000000512,SDRW2000000512.1.1.224,아유 그래 귀엽다 이 녀석 하면서,아유 그래 귀엽다 이 녀석 하면서,SD2000647,519.01402,521.43702,
SDRW2000000518,SDRW2000000518.1.1.4,인 인터넷 뉴스 기사를 하나 읽었잖아.,-인- 인터넷 뉴스 기사를 하나 읽었잖아.,SD2000652,6.57105,9.94606,
